ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL","MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN
ANIMAL, HEMODERIVADOS)"
FARMACIA LA LUZ,FARMACIA,INDEPENDENCIA # 13,CENTRO,99750,TEPECHITLÁN,ZACATECAS,32 045 09 0007,26/07/17,"II , III, VACUNAS ,TOXOIDES, SUEROS Y HEMODERIVADOS"
BOTICA UNIDAD MEDICO FAMILIAR #40  TEPECHITLAN,BOTICA,CUAUHTÉMOC #14,CENTRO,99750,TEPECHITLÁN,ZACATECAS,32 045 10 0005,17/05/17,"II,III, SUEROS,  ANTIOTOXINAS"
BOTICA U.M.R.  SAN PEDRO OCOTLAN,BOTICA,HIDALGO # 64,CENTRO,99770,TEPECHITLÁN,ZACATECAS,32 045 10 0006,06/06/17,"II, SUEROS,  ANTIOTOXINAS"
BOTICA  U.M.R.  VILLA JUAREZ,BOTICA,CALLE PRINCIPAL S/N,CENTRO/VILLA JUAREZ,99750,TEPECHITLÁN,ZACATECAS,32 045 10 0007,06/06/17,"II, SUEROS,  ANTITOXINAS"
BOTICA DEL CENTRO DE SALUD DE TEPECHITLAN,BOTICA,ALDAMA #26,CENTRO,99750,TEPECHITLÁN,ZACATECAS,32 045 10 0008,08/11/17,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS Y HEMODERIVADOS"
FARMACIA LA LUZ,FARMACIA,ITURBIDE #25,CENTRO,99570,TEPETONGO,ZACATECAS,32 046 09 0001,22/04/99,"II, III, TOXOIDES, SUEROS"
FARMACIA SAN JUAN,FARMACIA,HIDALGO #27-A,CENTRO,99570,TEPETONGO,ZACATECAS,32 046 09 0002,26/07/17,"II,III, TOXOIDES, SUEROS"
BOTICA  U.M.R.  JUANCHORREY,BOTICA,ADOLFO LOPEZ MATEOS # 11,CENTRO/JUANCHORREY,99580,TEPETONGO,ZACATECAS,32 046 10 0006,06/06/17,"II, SUEROS, ANTITOXINAS"
BOTICA UNIDAD MEDICO FAMILIAR #41  TEPETONGO,BOTICA,ITURBIDE # 146,CENTRO,99570,TEPETONGO,ZACATECAS,32 046 10 0007,17/05/17,"II, III, SUEROS,  ANTIOTOXINAS"
BOTICA  U.M.R.  BUENAVISTA,BOTICA,ALAMEDA # 4,BUENAVISTA/BUENAVISTA,99570,TEPETONGO,ZACATECAS,32 046 10 0008,06/06/17,"II, SUEROS, ANTITOXINAS"
"BOTICA DEL CENTRO DE SALUD DE EL CUIDADO, TEPETONGO",BOTICA,LA LOMITA S/N,CENTRO/EL CUIDADO,99570,TEPETONGO,ZACATECAS,32 046 10 0009,05/12/17,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS Y HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD DE TEPETONGO,BOTICA,HIDALGO #46,CENTRO,99570,TEPETONGO,ZACATECAS,32 046 10 0010,05/12/17,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS Y HEMODERIVADOS"
FARMACIA SAN JOSÉ,FARMACIA,J. TRINIDAD CERVANTES #10,CENTRO,99800,TEUL DE GLEZ. ORTEGA,ZACATECAS,32 047 09 0001,14/05/01,"II, III, VACUNAS, TOXOIDES, SUEROS"
FARMACIA SAN MARTÍN,FARMACIA,LIBERTAD #5,CENTRO,99800,TEUL DE GLEZ. ORTEGA,ZACATECAS,32 047 09 0003,13/04/99,"II, III, VACUNAS, TOXOIDES, SUEROS"
FARMACIA SANTA ISABEL,FARMACIA,MANUEL CALOCA No. 21,CENTRO,99800,TEUL DE GLEZ. ORTEGA,ZACATECAS,32 047 09 0004,09/11/00,"II, III, VACUNAS, TOXOIDES, SUEROS"
FARMACIA RIVAS,FARMACIA,INDEPENDENCIA # 5,CENTRO,98800,TEUL DE GLEZ. ORTEGA,ZACATECAS,32 047 09 0005,30/01/15,II y III
BOTICA DE LA U.R.O. DEL IMSS TEUL DE GONZALEZ ORTEGA,BOTICA,J.M. MERCADO S/N POBLACIÓN ORIENTE,CENTRO,99800,TEUL DE GLEZ. ORTEGA,ZACATECAS,32 047 10 0005,18/11/99,"II, III, VACUNAS, TOXOIDES, SUEROS"
,BOTICA,CERVANTES CORONA # 7,LOS ALAMITOS/LOS ALAMITOS,99806,TEUL DE GLEZ. ORTEGA,ZACATECAS,32 047 10 0006,06/06/17,"II, SUEROS, ANTITOXINAS"
,BOTICA,LOPEZ VELARDE # 1,MILPILLAS DE ALLENDE,99810,TEUL DE GLEZ. ORTEGA,ZACATECAS,32 047 10 0007,08/11/17,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS Y ANTITOXINAS"
BOTICA DEL CENTRO DE SALUD HUITZILA,BOTICA,"INDEPENDENCIA #1
CALLE PROLONGACION INDEPENDENCIA S/N",HUITZILA/TEUL DE GLEZ. ORTEGA,99814,TEUL DE GLEZ. ORTEGA,ZACATECAS,32 047 10 0008,08/11/17,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS Y ANTITOXINAS"
BOTICA DEL CENTRO DE SALUD DE TEUL DE GONZALEZ ORTEGA,BOTICA,,CENTRO,99800,TEUL DE GLEZ. ORTEGA,ZACATECAS,32 047 10 0009,16/11/17,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS Y ANTITOXINAS"
FARMACIA ESPAÑA,FARMACIA,LIBERTAD #17,CENTRO,99700,TLALTENANGO,ZACATECAS,32 048 09 0003,17/06/99,"II, III, TOXOIDES, SUEROS"
FARMACIA HIDALGO,FARMACIA,HIDALGO #151 PLANTA BAJA,CENTRO,99700,TLALTENANGO,ZACATECAS,32 048 09 0004,08/04/99,"II, III, TOXOIDES, SUEROS"
FARMACIA SAN MIGUEL,FARMACIA,ABASOLO #11,CENTRO,99700,TLALTENANGO,ZACATECAS,32 048 09 0009,03/05/99,"II, III, SUEROS"
FARMACIA DEL CARMEN,FARMACIA,OBREGÓN #163,CENTRO,99700,TLALTENANGO,ZACATECAS,32 048 09 0010,10/10/01,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,ÁLVARO OBREGÓN #123,CENTRO,99700,TLALTENANGO,ZACATECAS,32 048 09 0015,03/09/01,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS"
FARMACIAS AHUACATLAN,FARMACIA,MADERO #14,CENTRO,99700,TLALTENANGO,ZACATECAS,32 048 09 0017,18/06/02,"II, III, VACUNAS, TOXOIDES, SUEROS, HEMODERIVADOS"
FARMACIA MI BODEGA AURRERA TLALTENANGO DE SANCHEZ ROMAN,FARMACIA,ALVARO OBREGON # 101,VERACRUZ,99700,TLALTENANGO,ZACATECAS,32 048 09 0023,26/07/17,"II, III, VACUNAS, TOXOIDES, HEMODERIVADOS"
FARMACIA SAN JOSE,FARMACIA,CALLE GUERRERO # 3,SAN JOSE,99700,TLALTENANGO,ZACATECAS,32 048 09 0024,19/03/13,"II, III"
FARMACIA DE GUANAJUATO,FARMACIA,COLEGIO MILITAR #2,CENTRO,99700,TLALTENANGO,ZACATECAS,32 048 09 0025,22/05/13,"II, III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS"
FARMACIA VALLADOLID,FARMACIA,MORELOS # 72,CENTRO,99700,TLALTENANGO,ZACATECAS,32 048 09 0026,11/11/14,II Y III
FARMACIA SEÑOR DE LOS RAYOS,FARMACIA,PROL. LOS SAUCES # 1,B. SAN JUAN,99700,TLALTENANGO,ZACATECAS,32 048 09 0027,02/09/15,II Y III
FARMACIA LIBERTAD,FARMACIA,CALLE LIBERTAD # 6,CENTRO,99700,TLALTENANGO,ZACATECAS,32 048 09 0028,18/05/18,"II, III, VACUNAS, TOXOIDES, ANTITOXINAS Y SUEROS"
BOTICA IMSS SOLIDARIDAD #54 HOSP.,BOTICA,PROL. E. CARRANZA S/N,CENTRO,99700,TLALTENANGO,ZACATECAS,32 048 10 0005,16/06/99,"I, III, III, TOXOIDES, SUEROS, TOXINAS, HEMODERIVADOS"
BOTICA CLÍNICA ISSSTE TLALTENANGO,BOTICA,NIÑOS HÉROES #8,CENTRO,99700,TLALTENANGO,ZACATECAS,32 048 10 0006,03/02/00,"II, II, VACUINAS, TOXOIDES, SUEROS"
BOTICA DE LA CLINICA R.O. DEL IMSS DE TLALTENANGO,BOTICA,C. MADERO #231,SAN FRANCISCO,99700,TLALTENANGO,ZACATECAS,32 048 10 0007,16/03/01,"II, III, TOXOIDES, SUEROS"
BOTICA  U.M.R.  CICACALCO,BOTICA,CALLE INDEPENDENCIA # 3,CENTRO,99700,TLALTENANGO,ZACATECAS,32 048 10 0008,06/06/17,"II, SUEROS, ANTITOXINAS"
BOTICA  U.M.R.  SALAZARES,BOTICA,MARINA NACIONAL # 21,CENTRO/SALAZARES,99700,TLALTENANGO,ZACATECAS,32 048 10 0010,26/06/17,"II, SUEROS, ANTITOXINAS"
BOTICA  U.M.R.  LOS CARDOS,BOTICA,BARRIO DE ABAJO S/N,LOS CARDOS/LOS CARDOS,99700,TLALTENANGO,ZACATECAS,32 048 10 0011,26/06/17,"II, SUEROS, ANTITOXINAS"
BOTICA DEL CESSA TLALTENANGO,BOTICA,CALLE 18 DE JULIO #300,COLONIA LAS MORITAS,99700,TLALTENANGO,ZACATECAS,32 048 10 0012,16/11/17,"II, III, TOXOIDES, VACUNAS, SUEROS, HEMODERIVADOS Y ANTITOXINAS"
FARMAPRONTO FÁTIMA,FARMACIA,ITURBIDE #10,CENTRO/IGNACIO ALLENDE,99809,SANTA MARÍA DE LA PAZ,ZACATECAS,32 058 09 0001,22/10/09,"II, SUEROS, ANTITOXINAS, VACUNAS"
,BOTICA,EMILIANO ZAPATA #23,CENTRO,99809,SANTA MARIA DE LA PAZ,ZACATECAS,32 058 10 0001,06/06/17,"II, SUEROS, ANTITOXINAS"
FARMACIAS DEL ROSARIO,FARMACIA,GONZALEZ ORTEGA # 7,CENTRO,98200,CONCEPCIÓN DEL ORO,ZACATECAS,32 007 09 0002,10/08/17,"I, II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.R. ANAHUAC,BOTICA,DOMICILIO CONOCIDO,CENTRO/ANAHUAC,98205,CONCEPCIÓN DEL ORO,ZACATECAS,32 007 09 0006,24/11/17,"II Y III, VACUNAS, TOXOIDES,SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA HOSPITAL RURAL IMSS -BIENESTAR No. 12 CONCEPCION DEL ORO,BOTICA,CARRETERA CONCEPCION DEL ORO-SALTILLO KM. 2.5,IMSS,98200,CONCEPCIÓN DEL ORO,ZACATECAS,32 007 10 0001,14/02/20,"II Y III, VACUNAS, TOXOIDES,SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA DEL ISSSTE,BOTICA,LERDO DE TEJADA S/N,EL GRACERO,98200,CONCEPCIÓN DEL ORO,ZACATECAS,32 007 10 0002,10/05/99,"I, II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.R. PROGRESO DE AGUA DULCE,BOTICA,DOMICILIO CONOCIDO,/PROGRESO DE AGUA DULCE,98211,CONCEPCIÓN DEL ORO,ZACATECAS,32 007 10 0003,23/11/17,"II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.R. EL DURAZNO,BOTICA,DOMICILIO CONOCIDO,/EL DURAZNO,98210,CONCEPCIÓN DEL ORO,ZACATECAS,32 007 10 0004,27/11/17,"II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.R. SAN RAFAEL,BOTICA,DOMICILIO CONOCIDO,/SAN RAFAEL,98210,CONCEPCIÓN DEL ORO,ZACATECAS,32 007 10 0005,27/11/17,"II,  III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.R. EL SALERO,BOTICA,DOMICILIO CONOCIDO,/EL SALERO,98200,CONCEPCIÓN DEL ORO,ZACATECAS,32 007 10 0007,24/11/17,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA DEL C. DE SALUD DE C. DEL ORO,BOTICA,VENUSTIANO CARRANZA S/N,CENTRO,98200,CONCEPCIÓN DEL ORO,ZACATECAS,32 007 10 0008,28/07/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA UNIDAD DE MEDICINA FAMILIAR #9,BOTICA,FCO. I. MADERO Y MARIANO ESCOBEDO S/N,LA ESTRELLA,98200,CONCEPCIÓN DEL ORO,ZACATECAS,32 007 10 0009,01/07/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA DEL CENTRO DE SALUD DE SERVICIOS AMPLIADOS CONCEPCION DEL OR,OBOTICA,CARRETERA FEDERAL 54 KM. 242 TRAMO MORELOS-SALTILLO,MANUEL RODRIGUEZ MENDEZ,98200,CONCEPCIÓN DEL ORO,ZACATECAS,32 007 10 0010,19/12/17,"I, II Y III, VACUNAS, TOXOIDEZ Y HEMODERIVADOS"
FARMACIA PROVIDENCIA,FARMACIA,DOMICILIO CONOCIDO,/TERMINAL DE PROVEDENCIA,98238,MAZAPIL,ZACATECAS,32 026 09 0001,10/08/17,"II Y III, VACUNAS,   HEMODERIVADOS"
BOTICA U.M.R. NUEVO TAMPICO,BOTICA,DOMICILIO CONOCIDO,NUEVO TAMPICO,98240,MAZAPIL,ZACATECAS,32 026 09 0010,23/11/17,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.R. LA PRESITA,BOTICA,DOMICILIO CONOCIDO,LA PRESITA,98230,MAZAPIL,ZACATECAS,32 026 09 0010,24/11/17,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA DE LA U.M.F. #14,BOTICA,DOMICILIO CONOCIDO,CENTRO/SALAVERNA,98230,MAZAPIL,ZACATECAS,32 026 10 0001,09/04/99,II
BOTICA U.M.F. #15,BOTICA,DOMICILIO CONOCIDO,CENTRO/TERMINAL DE PROVIDENCIA,98230,MAZAPIL,ZACATECAS,32 026 10 0002,10/05/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA DE LA U.M.R. TASAJERA,BOTICA,DOMICILIO CONOCIDO,/TASAJERA,98230,MAZAPIL,ZACATECAS,32 026 10 0003,24/06/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA DE LA U.M.R. POZO HIDALGO,BOTICA,DOMICILIO CONOCIDO,/POZO HIDALGO,98230,MAZAPIL,ZACATECAS,32 026 10 0004,24/06/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.R. SAN RAFAEL,BOTICA,DOMICILIO CONOCIDO,/SAN RAFAEL,98230,MAZAPIL,ZACATECAS,32 026 10 0006,01/07/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.R. APIZOLAYA,BOTICA,DOMICILIO CONOCIDO,/APIZOLAYA,98240,MAZAPIL,ZACATECAS,32 026 10 0007,27/11/17,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.R. CEDROS,BOTICA,DOMICILIO CONOCIDO,/SAN JOSÉ DE CEDROS,98230,MAZAPIL,ZACATECAS,32 026 10 0008,23/11/17,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.R. LA PARDITA,BOTICA,DOMICILIO CONOCIDO,/LA PARDITA,98230,MAZAPIL,ZACATECAS,32 026 10 0009,27/11/17,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.R. LA CARDONA,BOTICA,CARR. C. DEL ORO-SALTILLO KM. 2.5,/LA CARDONA,98230,MAZAPIL,ZACATECAS,32 026 10 0011,27/11/17,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA DEL C. DE SALUD NUEVO MERCURIO,BOTICA,DOMICILIO CONOCIDO,/NUEVO MERCURIO,98270,MAZAPIL,ZACATECAS,32 026 10 0014,28/07/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA E.S.I. I TANQUE DE HACHEROS,BOTICA,DOMICILIO CONOCIDO,/TANQUE DE HACHEROS,98280,MAZAPIL,ZACATECAS,32 026 10 0015,28/07/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA E.S.I. II CUITLÁHUAC,BOTICA,DOMICILIO CONOCIDO,/CUITLÁHUAC,98230,MAZAPIL,ZACATECAS,32 026 10 0016,28/07/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA E.S.I. III ESTACIÓN CAMACHO,BOTICA,DOMICILIO CONOCIDO,/ESTACIÓN CAMACHO,98250,MAZAPIL,ZACATECAS,32 026 10 0017,28/07/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA DEL CENTRO DE SALUD SAN TIBURCIO,BOTICA,CALLE PRINCIPAL S/N,SAN TIBURCIO,98280,MAZAPIL,ZACATECAS,32 026 10 0020,19/12/17,"I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD DE CAOPAS,BOTICA,EJIDO CONOCIDO,LOC. CAOPAS,98240,MAZAPIL,ZACATECAS,32 026 10 0021,19/12/17,"I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD ESTACION CAMACHO,BOTICA,CALLE MAZAPIL S/N,LOC. ESTACION CAMACHO,98250,MAZAPIL,ZACATECAS,32 026 10 0022,09/02/18,"I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD MAZAPIL,BOTICA,CALLE 5 DE MAYO S/N,COL. CENTRO,98230,MAZAPIL,ZACATECAS,32 026 10 0023,09/02/18,"I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
BOTICA DE MEDICINA FAMILIAR #13,BOTICA,DOMICILIO CONOCIDO,/NOCHE BUENA,98220,MELCHOR OCAMPO,ZACATECAS,32 027 10 0001,06/04/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.R. SAN JERÓNIMO,BOTICA,DOMICILIO CONOCIDO,/SAN JERÓNIMO,98220,MELCHOR OCAMPO,ZACATECAS,32 027 10 0002,23/11/17,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA DEL CENTRO DE SALUD DE MELCHOR OCAMPO,BOTICA,DEL ARROYO S/N,CENTRO,98220,MELCHOR OCAMPO,ZACATECAS,32 027 10 0004,19/12/17,"I, II Y III, VACUNAS, TOXOIDEZ Y HEMODERIVADOS"
BOTICA U.M.R. EL SALVADOR,BOTICA,DOMICILIO CONOCIDO,/EL SALVADOR,98290,EL SALVADOR,ZACATECAS,32 041 10 0001,24/11/17,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA E.S.I. IV MATAMOROS,BOTICA,DOMICILIO CONOCIDO,/MATAMOROS,98230,EL SALVADOR,ZACATECAS,32 041 10 0003,28/07/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA E.S.I. V TANQUE NUEVO,BOTICA,DOMICILIO CONOCIDO,/TANQUE NUEVO,98290,EL SALVADOR,ZACATECAS,32 041 10 0004,28/07/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA DEL CENTRO DE SALUD TANQUE NUEVO,BOTICA,CALLE CENTENARIO S/N,TANQUE NUEVO,98290,EL SALVADOR,ZACATECAS,32 041 10 0005,09/02/18,"I, II Y III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
FARMACIA SANTA RITA,FARMACIA,FRENTE AL JARDÍN COSÍO S/N,CENTRO,98470,VILLA DE COS,ZACATECAS,32 051 09 0001,10/08/17,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
"FARMACIA ""SANTA MARTHA""",FARMACIA,NUEVA AURORA #50,CENTRO,98470,VILLA DE COS,ZACATECAS,32 051 09 0003,10/08/17,"II Y III,"
FARMACIA GUADALUPE,FARMACIA,NEGRETE #24,ELIAS AMADOR,98470,VILLA DE COS,ZACATECAS,32 051 09 0004,12/05/05,"II,III, SUEROS, ANTITOXINAS"
FARMACIA GABY,FARMACIA,ZARAGOZA #2-A,CENTRO,98470,VILLA DE COS,ZACATECAS,32 051 09 0005,10/08/17,"II,III, VACUNAS, SUEROS, ANTITOXINAS"
FARMACIA DE LA ROSA,FARMACIA,ZARAGOZA # 14,CENTRO,98430,VILLA DE COS,ZACATECAS,32 051 09 0006,10/08/17,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
SÚPER FARMACIAS SANTA MARIA,FARMACIA,CALLE HIDALGO #3,CENTRO,98430,VILLA DE COS,ZACATECAS,32 051 09 0007,15/10/19,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.F. EST. LA COLORADA,BOTICA,DOMICILIO CONOCIDO,CENTRO,98430,VILLA DE COS,ZACATECAS,32 051 10 0001,08/02/00,II Y III
BOTICA U.M.R.  EFIGENIA,BOTICA,DOMICILIO CONOCIDO,/EFIGENIA,98430,VILLA DE COS,ZACATECAS,32 051 10 0002,24/11/17,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.R. SIERRA HERMOSA,BOTICA,DOMICILIO CONOCIDO,/SIERRA HERMOSA,98470,VILLA DE COS,ZACATECAS,32 051 10 0003,23/11/17,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.F. VILLA DE COS,BOTICA,AQUILES SERDÁN S/N,CENTRO,98470,VILLA DE COS,ZACATECAS,32 051 10 0004,01/07/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS"
BOTICA U.M.R. LA COLORADA,BOTICA,DOMICILIO CONOCIDO,/LA COLORADA,98470,VILLA DE COS,ZACATECAS,32 051 10 0005,24/11/17,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS"
BOTICA U.M.R. LA ABUNDANCIA,BOTICA,DOMICILIO CONOCIDO,/LA ABUNDANCIA,98470,VILLA DE COS,ZACATECAS,32 051 10 0005,23/11/17,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.R. CHUPADEROS,BOTICA,DOMICILIO CONOCIDO,/CHUPADEROS,98470,VILLA DE COS,ZACATECAS,32 051 10 0007,26/07/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA U.M.R. CHAPARROSA,BOTICA,DOMICILIO CONOCIDO,/CHAPARROSA,98470,VILLA DE COS,ZACATECAS,32 051 10 0008,01/07/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA DEL HOSPITAL COMUNITARIO DE VIILA DE COS,BOTICA,JOSÉ VASCONCELOS ESQ. JAIME NUNO,NUEVO MÉXICO 2 SEC.,98470,VILLA DE COS,ZACATECAS,32 051 10 0009,28/07/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS"
BOTICA E.S.I. VII GPE. DE LAS CORRIENTES,BOTICA,DOMICILIO CONOCIDO,/GUADALUPE DE LAS CORRIENTES,98470,VILLA DE COS,ZACATECAS,32 051 10 0012,28/07/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA E.S.I. VI EMILIANO ZAPATA,BOTICA,DOMICILIO CONOCIDO,/EMILIANO ZAPATA,98470,VILLA DE COS,ZACATECAS,32 051 10 0013,28/07/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA E.S.I. VIII SAN RAMÓN,BOTICA,DOMICILIO CONOCIDO,/SAN RAMÓN,98470,VILLA DE COS,ZACATECAS,32 051 10 0014,28/07/99,"II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA DE U.M.F. DE VILLA DE COS ISSSTE,BOTICA,CALLE ZARAGOZA #34,CENTRO,98470,VILLA DE COS,ZACATECAS,32 051 10 0015,08/02/00,II  Y III
BOTICA EL FENIX HOSPITAL COMUNITARIO VILLA DE COS,BOTICA,JOSÉ VASCONCELOS ESQ. JAIME NUNO,NUEVO MÉXICO 2 SEC.,98430,VILLA DE COS,ZACATECAS,32 051 10 0017,09/05/12,"I, II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA IGL HOSPITAL COMUNITARIO VILLA DE COS,BOTICA,JOSÉ VASCONCELOS S/N,NUEVO MÉXICO,98470,VILLA DE COS,ZACATECAS,32 051 10 0018,23/04/14,"I, II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA DIMESA DEL HOSPITAL COMUNITARIO VILLA DE COS,BOTICA,JOSE MARIA VASCONCELOS S/N,NUEVO MEXICO,98470,VILLA DE COS,ZACATECAS,32 051 10 0019,21/10/14,"I, II Y III, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS, HEMODERIVADOS,"
BOTICA DEL CENTRO DE SALUD DE GUADALUPE DE LAS CORRIENTES,BOTICA,FRANCISCO I. MADERO S/N,GUADALUPE DE LOS CORRIENTES,98440,VILLA DE COS,ZACATECAS,32 051 10 0020,19/12/17,"I, II, III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD DE EL RUCIO,BOTICA,VENUSTIANO CARRANZA #2-B,LOC. EL RUCIO,98460,VILLA DE COS,ZACATECAS,32 051 10 0021,19/12/17,"I, II, III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
BOTICA DEL CENTRO DE SALUD GONZALEZ ORTEGA BAÑON,BOTICA,AV. LUIS DONALDO COLOSIO S/N,SECTOR NUMERO 2,98471,VILLA DE COS,ZACATECAS,32 051 10 0022,19/12/17,"I, II, III, VACUNAS, TOXOIDES Y HEMODERIVADOS"
