ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIAS DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",JUAREZ 423,CENTRO,86300,COMALCALCO,TABASCO,27005010642,26/10/2016,
FARMACIA YZA COMALCALCO JUAREZ,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",MIGUEL HIDALGO # 78,VILLA TECOLUTILLA,86640,COMALCALCO,TABASCO,27005010537,01/10/2014,
FARMACIAS DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",MIGUEL HIDALGO MZ. 63 NUM. 23 LOTE 6,VILLA TECOLUTILLA,86640,COMALCALCO,TABASCO,27005010638,14/10/2016,
"FARMACIA YZA COMALCALCO VILLA 
TECOLUTILLA","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",NICOLAS BRAVO S/N.,CENTRO,86350,COMALCALCO,TABASCO,27005010360,15/05/2009,
FARMACIAS DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","PROL. BLVD. LEANDRO ROVIROSA 
WADE S/N.",SANTA AMALIA,86370,COMALCALCO,TABASCO,27005010686,10/11/2016,
FARMACIA YZA COMALCALCO ROVIROSA,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PROL. DE I. LOPEZ RAYON NO. 1015,MORELOS,86370,COMALCALCO,TABASCO,27005010530,02/10/2006,
FARMACIA MERCADO SORIANA LOPEZ RAYON,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",PROL. IGNACIO GUTIERREZ S/N.,LAZARO CARDENAS DEL RIO,86380,COMALCALCO,TABASCO,27005010151,26/03/2008,
FARMACIA PETROLEOS MEXICANOS,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","CARRETERA FEDERAL COMALCALCO-
PARAISO",R/A. NORTE 1RA. SECCION,86400,COMALCALCO,TABASCO,27005010554,05/06/2015,
FARMACIA U.M.F. 11 IMSS,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",RA. ORIENTE 1A. SECCION,RA. ORIENTE 1A. SECCION,86300,COMALCALCO,TABASCO,27005010351,,
CENTRO INTEGRAL DE SALUD Y BELLEZ,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",REFORMA NORTE 431,SAN MIGUEL,86300,COMALCALCO,TABASCO,27005010155,02/10/2006,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIA CENTRO MEDICO AMERICANO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",REFORMA NORTE ESQ. MALINCHE S/N.,SAN MIGUEL,86300,COMALCALCO,TABASCO,27005010550,23/04/2015,
FARMACIAS DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","BLVD. ADOLFO LOPEZ MATEOS # 96 
LOCAL A Y B.",XOCHIMILCO,86369,COMALCALCO,TABASCO,27005010690,22/11/2016,
FARMACIA DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",REFORMA SUR 218,CENTRO,86300,COMALCALCO,TABASCO,27005010084,19/07/2006,
FARMACIAS DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",REFORMA SN-,SAN MIGUEL,86323,COMALCALCO,TABASCO,27005010662,03/11/2016,
"FARMACIA YZA COMALCALCO CENTRO DE 
SALUD","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","AV.BLVD.LEANDRO ROVIROSA WADE 
ESQUINA CALLE MARIANO ARISTA S/N.",CENTRO,86300,COMALCALCO,TABASCO,27005010608,13/09/2016,
"FARMACIAS DEL AHORRO SUC.BOULEVARD 
LEANDRO ROVIROSA","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","PROLONGACION IGNACIO LOPEZ 
RAYON ESQ. A. RODRIGUEZ S/N.",SAN ISIDRO,86357,COMALCALCO,TABASCO,27005010154,02/10/2006,
BODEGA AURRERA COMALCALCO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","LERDO DETEJADA ESQ. M. ESCOBEDO 
NUM. 410",CENTRO,86300,COMALCALCO,TABASCO,27005010156,02/10/2006,
FARMACIA ECONOMICA,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",CALLE MIGUEL HIDALGO NUM. 121,"VILLA TECOLUTILLA SECTOR 
III",86640,COMALCALCO,TABASCO,27005010158,03/10/2006,
FARMACIA PLAY I,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",BENITO JUAREZ 114-B,CENTRO,86622,COMALCALCO,TABASCO,27005010159,03/10/2010,
FARMACIA DE CRISTO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",REFORMA ESQ. GUILLERMO PRIETO SN.,SAN SILVERIO,86320,COMALCALCO,TABASCO,27005010160,03/10/2006,
FARMACIA BOTICA LOURDES,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",CALLE JUAREZ NUM.102-B,VILLA ALDAMA,86660,COMALCALCO,TABASCO,27005010161,03/10/2006,
FARMACIA DE JESUS,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","CARRETERA COMALCALCO- VILLA 
TECOLUTILLA",POB. MIGUEL HIDALGO,86640,COMALCALCO,TABASCO,27005010152,13/10/2006,
FARMACIA DE PEREGRINO,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",CALLE MANUEL SANCHEZ MARMOL 202,CENTRO,86300,COMALCALCO,TABASCO,27005010818,08/07/2019,
FARMACIA YZA COMALCALCO PARQUE,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",JUAREZ 423,CENTRO,86300,COMALCALCO,TABASCO,27005010628,30/09/2019,
FARMACIA YZA COMALCALCO JUAREZ,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","TACOTALPA (ANTES CORREGIDORA) 
ESQ. AV. BLVD. LEANDRO","NO ESPECIFICADA EN EL 
CATALOGO",86335,COMALCALCO,TABASCO,27005010604,17/08/2016,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
"FARMACIA DEL AHORRO SUCURSAL 
CORREGIDORA","464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",HIDALGO SN.,CENTRO,86640,COMALCALCO,TABASCO,27005010599,07/07/2016,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",HUIMANGUILLO NUM. 39,BUENA VISTA,86300,COMALCALCO,TABASCO,27005010465,19/04/2012,
FARMACIA JANET,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",JUAREZ NUM. 715,CENTRO,86300,COMALCALCO,TABASCO,27005010464,19/04/2012,
FARMACIA FLEMING,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",JOSE MIGUEL HIDALGO SN.,VILLA TECOLUTILLA,86640,COMALCALCO,TABASCO,27005010165,16/10/2006,
FARMACIA SAN JOSE,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","BENITO JUAREZ SN. ENTRE GALEANA Y 
JIMENEZ",VILLA TECOLUTILLA,86640,COMALCALCO,TABASCO,27005010167,16/10/2006,
FARMACIA VALE I,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","CARRETERA FEDERAL A JLAPA DE 
MENDEZ",POB. CUPILCO,86670,COMALCALCO,TABASCO,27005010169,17/10/2006,
"FARMACIA NUESTRA SEÑORA DE LA 
ASUNCION","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",JUAREZ NUM. 213-A,CENTRO,86300,COMALCALCO,TABASCO,27005010171,19/10/2006,
FARMACIA BOTICA LOURDES,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","IGNACIO ZARAGOZA ESQ. 
CORREGIDORA 724",CENTRO,86300,COMALCALCO,TABASCO,27005010294,08/12/2006,
FARMACIA DE DESCUENTO UNION,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",REFORMA NORTE NUM. 431,SAN MIGUEL,86300,COMALCALCO,TABASCO,27005010235,08/04/2019,
FARMACIA DEL CENTRO MEDICO AMERICANO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",HIDALGO NUM. 42,CENTRO,86690,CUNDUACAN,TABASCO,27006010137,14/09/2006,
FARMACIA SANTA ELENA,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AV. RUIZ DE LA PEÑA NUM.22,CENTRO,86690,CUNDUACAN,TABASCO,27006010251,24/11/2006,
FARMACIA PATY I,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",JUAREZ NUM. 3,CENTRO,86690,CUNDUACAN,TABASCO,27006010323,15/01/2008,
FARMACIA SANTA ELENA,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",HOMBRES ILUSTRES NO. 15,CENTRO,86690,CUNDUACAN,TABASCO,27006010563,NO TIENE FECHA,
"FARMACIA DEL AHORRO SUCURSAL 
CUNDUACAN","464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",AVENIDA RAMON MENDOZA 20,CENTRO,86690,CUNDUACAN,TABASCO,27006010745,19/12/2017,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
"FARMACIA INTRAHOSPILARIA DE LA CLINICA 
ELSA GUADALUPE","464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",CALLE PERIFERICO 104 ALTOS,CENTRO,86690,CUNDUACAN,TABASCO,27006010743,11/12/2017,
"FARMACIA INTRAHOSPILARIA DE LA CLINICA 
POPULAR DIAZ","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",AV.JUAREZ 21,CENTRO,86690,CUNDUACAN,TABASCO,27006010676,09/11/2016,
FARMACIA YZA CUNDUACAN CENTRO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",|AV. PERIFERICO NUM.50,CENTRO,86690,CUNDUACAN,TABASCO,27006010501,,
FARMACIA MI BODEGA AURRERA CUNDUACAN,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",BOULEVARD S/N,EJ. CARLOS ROVIROSA,86680,CUNDUACAN,TABASCO,27006010708,08/02/2017,
FARMACIA MEDIKA 7,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS","CARRETERA CARDENAS-COMALCALCO 
KM. 18 SN.",POB. CARLOS ROVIROSA,86680,CUNDUACAN,TABASCO,27006010590,12/05/2016,
"FARMACIA DEL INSTITUTO DE LA VISION DEL 
SURESTE","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","CARRETERA COMALCALCO-CARDENAS 
KM. 16",POB. TULIPAN,86690,CUNDUACAN,TABASCO,2700601 0353,10/02/2009,
FARMACIAS DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","CARRETERA FEDERAL COMALCALCO-
CARDENAS SN.",CENTRO,86690,CUNDUACAN,TABASCO,27006010677,09/11/2016,
FARMACIA YZA CUNDUACAN TULIPAN,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","CARRETERA REFORMA DOS BOCAS 
KM., NUM.13",CENTRO,86690,CUNDUACAN,TABASCO,27006010082,19/07/2006,
FARMACIA SORIANA(CUNDUACAN),"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","FIDENCIA HERNANDEZ ESQ. RUIZ 
CORTINEZ S/N",CENTRO,86690,CUNDUACAN,TABASCO,27 006 01 0136,12/09/2006,
"FARMACIA DEL HOSPITAL GENERAL DE 
CUNDUACAN","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",HOMBRES ILUSTRES NO. 15,CENTRO,86690,CUNDUACAN,TABASCO,27 006 01 0308,19/01/2007,
FARMACIA DEL AHORRO,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",HUIMANGUILLO S/N,FRACC. CUNDUACAN 2000,86690,CUNDUACAN,TABASCO,27 006 01 0319,31/07/2007,
FARMACIA DEL  ISSSTE,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",MIGUEL HIDALGO 54,CENTRO,86690,CUNDUACAN,TABASCO,27006010629,30/09/2016,
FARMACIA  YZA CUNDUACAN REGISTRO CIVIL.,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",PERIFERICO NO. 44,CENTRO,86690,CUNDUACAN,TABASCO,27 006 01 0312,24/04/2007,
FARMACIAS DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",PERIFERICO S/N,CENTRO,86690,CUNDUACAN,TABASCO,27006010644,26/10/2016,
FARMACIA  YZA CUNDUACAN TERMINAL,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",PRINCIPAL S/N POB. CUCUYULAPA,"POB. CUCUYULAPA 1RA. 
SECCIÓN 03:",11 p. m.86690,CUNDUACAN,TABASCO,27 006  01 0404,07/03/2011,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
FARMACIAS DE DESCUENTO UNION,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",PROLONGACION 1 DE NOVIEMBRE SN,CENTRO,86690,CUNDUACAN,TABASCO,27006010678,09/11/2016,
FARMACIA YZA CUNDUACAN CRUCERO,"464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS","ROSENDO TARACENA ESQ. BENITO 
JUAREZ S/N",CENTRO,86690,CUNDUACAN,TABASCO,27006010250,24/11/2006,
FARMACIAS DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)","SANCHEZ MARMOL NO. 45 ESQ. 
ZARAGOZA",CENTRO,86690,CUNDUACAN,TABASCO,27006010112,30/05/2013,
UNIDAD DE MEDICINA FAMILIAR NUM. 22  IMSS,"464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",AVENIDA CHIAPAS 7,JOSE MARIN LARA,86998,EMILIANO ZAPATA,TABASCO,27007010821,08/08/2019,
"FARMACIA DEL HOSPITAL GENERAL DE 
EMILIANO ZAPATA","464112 FARMACIA CON MINISUPER (CON 
VENTA DE MEDICAMENTOS CONTROLADOS, 
BIOLOGICOS Y HEMODERIVADOS",CALLE LEONA VICARIO 240,LAS LOMAS,86997,EMILIANO ZAPATA,TABASCO,27007010802,18/12/2018,
"FARMACIA MI BODEGA AURRERA ZAPATA 
MONTECRISTO","464111 FARMACIA SIN MINISUPER ( INCLUYE 
DROGUERIAS Y BOTICAS CON VENTA DE 
MEDICAMENTOS 
CONTROLADOS,BIOLOGICOS Y 
HEMODERIVADOS",CRISTOBAL COLON 25-B,CENTRO,86990,EMILIANO ZAPATA,TABASCO,27007010801,12/12/2018,
FARMACIA DE LA CLINICA ZAPATA,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AV. FRANCISCO J. MUJICA SN.,TIERRA Y LIBERTAD,86992,EMILIANO ZAPATA,TABASCO,27007010457,23/02/2012,
"FARMACIA DE LA UNIDAD MEDICA FAMILIAR 
ISSSTE","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",CORREGIDORA SN.,CENTRO,86992,EMILIANO ZAPATA,TABASCO,27007010371,16/02/2010,
FARMACIA DE DESCUENTO UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",CHABLE SN.,GANADERA,86992,EMILIANO ZAPATA,TABASCO,27007010176,23/10/2006,
FARMACIA CEMS,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",AV. CARLOS A. MADRAZO SN.,VILLA CHABLE,86983,EMILIANO ZAPATA,TABASCO,27007010175,23/10/2006,
FARMACIA DEL PUEBLO,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",CORREGIDORA NUM. 144,CENTRO,86990,EMILIANO ZAPATA,TABASCO,27007010173,23/10/2006,
FARMACIA 24 HORAS,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",GREGORIO MENDEZ NUM. 17,CENTRO,86990,EMILIANO ZAPATA,TABASCO,27007010172,23/10/2006,
FARMACIA DE DIOS,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",CORREGIDORA 49-A,CENTRO,86990,EMILIANO ZAPATA,TABASCO,27007010141,23/10/2006,
FARMACIA DE DESCUENTON UNION,"623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",CAMINO GANADERO SN.,TIERRA Y LIBERTAD,86992,EMILIANO ZAPATA,TABASCO,27007010179,23/10/2006,
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS 
(ESTUPEFACIENTES), (PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE"
"FARMACIA DE LA UNIDAD MEDICA FAMILIAR 
NUM. 33","623011 COMERCIO AL POR MENOR DE 
PRODUCTOS FARMACEUTICOS Y DE 
PERFUMERIA (SI VENDEN ESTUPEFACINTES, 
PSICOTROPICOS, BIOLOGICOS Y 
HEMODERIVADOS)",CORREGIDORA 3186,CENTRO,86990,EMILIANO ZAPATA,TABASCO,27007010180,23/10/2006,
