"MEDICAMENTOS EXCLUSIVOS, S.A. DE C.V.",DROGUERIA,HACIENDA ARRAYANES N° 78,ARRAYANES,76806,SAN JUAN  DEL RIO,QUERÉTARO,17 22 16 D-06,15/02/2017,PSICOTRÓPICOS FRACCION II Y III
FARMACIAS DEL AHORRO SUCURSAL CENTRO SUR,FARMACIA,"BOULEVARD CENTRO SUR N° 
105",COLINAS DEL CIMATARIO,76090,QUERÉTARO,QUERÉTARO,17 22 14 F-07,16/02/2017,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS DEL AHORRO SUCURSAL JARDINES DE QUERETARO,FARMACIA,CERRADA DE LOS ARCOS N° 4,JARDINES DE QUERETARO,76020,QUERÉTARO,QUERÉTARO,17 22 14 F-08,16/02/2017,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS DEL AHORRO SUCURSAL SOMBRERETE,FARMACIA,"AV. CERRO DEL SOMBRERETE 
N°  1240",PUERTA DE BELEN,76148,QUERÉTARO,QUERÉTARO,17 22 14 F-09,16/02/2017,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA BENAVIDES SUCURSAL MISIONES,FARMACIA,HACIENDA EL JACAL 214,JARDINES DE LA HACIENDA,76180,QUERÉTARO,QUERÉTARO,17 22 14 F-12,06/03/2017,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA EMI,FARMACIA,CALLE REGULES N° 1-C,CENTRO,76000,QUERÉTARO,QUERÉTARO,17 22 14 F-13,08/03/2017,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA EMI,FARMACIA,AV. TECNOLOGICO N° 35 INT 2B,CENTRO,76000,QUERÉTARO,QUERÉTARO,17 22 14 F-14,08/03/2017,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
BOTICA DEL  CENTRO MEDICO JURICA,BOTICA,"PRIVADA DE LOS INDUSTRIALES 
N° 111-A",AMPLIACIÓN JURICA,76120,QUERÉTARO,QUERÉTARO,17 22 14 B-15,14/03/2017,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
FARMACIAS DEL AHORRO SUCURSAL CITADINA,FARMACIA,AV. CONSTITUYENTES N° 1561,EL PUEBLITO,76900,CORREGIDORA,QUERÉTARO,17 22 06 F-16,23/03/2017,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA BODEGA AURRERA PEÑAFLOR,FARMACIA,"BLVD. BERNARDO QUINTANA 
ARRIOJA N° 4201",CIUDAD DEL SOL,76116,QUERÉTARO,QUERÉTARO,17 22 14 F-17,11/04/2017,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA INTERNA DEL HOSPITAL SAN JOSE,BOTICA,PROL. CONSTITUYENTES N° 302,EXHACIENDA EL JACAL,76180,QUERÉTARO,QUERÉTARO,17 22 14 B-18,20/04/2017,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS SAN FRANCISCO DE ASIS. S.A. DE C.V.,FARMACIA,ECOLOGIA N° 105,FRACC. TECNOLÓGICO,76150,QUERÉTARO,QUERÉTARO,17 22 14 F-19,03/05/2017,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIAS SAN FRANCISCO DE ASIS. S.A. DE C.V.,FARMACIA,AV. IGNACIO ZARAGOZA 81 OTE,CENTRO,76000,QUERÉTARO,QUERÉTARO,17 22 14 F-20,03/05/2017,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
XIFRI,FARMACIA,"AV. COLINAS DEL CIMTARIO N° 
401 INT 5",COLINAS DEL CIMATARIO,76090,QUERÉTARO,QUERÉTARO,17 22 14 F-21,12/05/2017,PSICOTROPICOS FRACCION II
DERMOFARMACIA SAN FRANCISCO,FARMACIA,"PROLONGACION  PRIVADA 
IGNACIO ZARAGOZA N° 16-A, L-6",CARRIZAL,76030,QUERÉTARO,QUERÉTARO,17 22 14 F-22,12/05/2017,PSICOTROPICOS FRACCION II
SMILE & BEAUTY FARMACIA,FARMACIA,AV. UNIVERSIDAD N° 261-BIS,PRADERAS DEL SOL,76804,SAN JUAN  DEL RIO,QUERÉTARO,17 22 16 F-23,15/05/2017,PSICOTROPICOS FRACCION II
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. PATHE N° 4,PATHE,76020,QUERÉTARO,QUERÉTARO,17 22 14 F-24,22/05/2017,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"ORTHO PHARMA, S.A. DE C.V.",BOTICA,"PRIVADA DE LOS INDUSTRIALES 
N° 111-A",AMPLIACIÓN JURICA,76110,QUERÉTARO,QUERÉTARO,17 22 14 B-25,01/06/2017,"ESTUPEFACIENTES, PSICOTRÓPICOS,"
FLASH MARKET REFUGIO,FARMACIA,"CAMPO REAL N° 1602 INT 108 Y 
109",RESIDENCIAL REFUGIO,76146,QUERÉTARO,QUERÉTARO,17 22 14 F-26,25/07/2017,PSICOTRÓPICOS FRACCION II Y III
BOTICA DE CLINICA MEDICA TORRE ROJA,BOTICA,CORREGIDORA N° 235,CENTRO,76800,SAN JUAN  DEL RIO,QUERÉTARO,17 22 16 B-27,20/06/2017,"ESTUPEFACIENTES, PSICOTROPICOS"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. GANDHI N° 60,JARDINES DEL VALLE,76804,SAN JUAN  DEL RIO,QUERÉTARO,17 22 16 F-28,21/06/2017,"PSICOTRÓPICOS, FRACCION II Y III"
FARMACIAS DEL AHORRO SUCURSAL ENSUEÑO,FARMACIA,"AV. PROL. ZARAGOZA N° 90 INT 
1",ENSUEÑO,76178,QUERÉTARO,QUERÉTARO,17 22 14 F-29,23/06/2017,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"CENTRO DE CIRUGIA AMBULATORIA Y DE MINIMA INVASION Y 
REPRODUCCIÓN",BOTICA,"CAMINO A LOS OLVERA N° 680 
INT K",LOS OLVERA,76904,CORREGIDORA,QUERÉTARO,17 22 06 B-30,30/06/2017,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
"OPERADORA DE SERVICIOS HOSPITALARIOS DE QUERETARO, 
S.A. DE C.V.",BOTICA,AV. FELIPE ANGELES N° 174,COL. TECNOLÓGICO,76158,QUERÉTARO,QUERÉTARO,17 22 14 B-31,03/07/2017,"ESTUPEFACIENTES, PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, 
TOXOIDES, BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
FARMACIA CUIDERMA,FARMACIA,"AV. CONSTITUYENTES  ORIENTE 
N° 46 LOCAL 1",LOS ARQUITOS,76048,QUERÉTARO,QUERÉTARO,17 22 14 F-32,11/07/2017,PSICOTRÓPICOS FRACCION II Y III
FARMACIA LOS ANGELES,FARMACIA,AV. DE LAS FUENTES N° 2128,FUNDADORES III,76117,QUERÉTARO,QUERÉTARO,17 22 14 F-34,07/08/2017,"ESTUPEFACIENTES, PSICOTROPICOS FRACCIONES II Y III"
FARMACIA CUIDERMA,FARMACIA,"AV. CAMINO REAL DE 
CARRETAS N° 299 LOCAL 17",MILENIO III EDIFICIO LOMA CAPITAL,76090,QUERÉTARO,QUERÉTARO,17 22 14 F-35,14/08/2017,"PSICOTRÓPICOS, FRACCION II Y III"
CENTRO DE SALUD CON SERVICIOS AMPLIADOS AMEALCO,DROGUERIA,"CARRETERA AMEALCO-SAN 
ILDEFONSO 0+300 S/N",AMEALCO,76850,AMEALCO,QUERÉTARO,17 22 01 D-36,25/08/2017,"ESTUPEFACIENTES,  PSICOTRÓPICOS, FRACCION II Y III, SUEROS DE 
ORIGEN ANIMAL, VACUNAS, TOXOIDES"
SUPERFARMACIAS MEXICO,FARMACIA,PANAMERICANA No. 4,CENTRO,76700,PEDRO ESCOBEDO,QUERÉTARO,17 22 12 F-37,01/09/2017,"PSICOTRÓPICOS, FRACCION II Y III, SUEROS DE ORIGEN ANIMAL, 
VACUNAS, TOXOIDES"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"HACIENDA REAL DE TEJEDA 202- 
INT 3",HACIENDA REAL DE TEJEDA,76904,CORREGIDORA,QUERÉTARO,17 22 14 F-38,05/09/2017,"PSICOTRÓPICOS, HEMODERIVADOS, VACUNAS, TOXOIDES, 
BIOLOGICOS, ANTOTIXINAS, SUEROS DE ORIGEN ANIMAL"
MEDICA ESPECIALIZADA SATELITE,BOTICA,CALLE ONIX N° 136,LOMAS DE SATELITE,76110,QUERÉTARO,QUERÉTARO,17 22 14 F-39,16/10/2017,ESTUPEFACIENTES Y PSICOTROPICOS GRUPOS II Y III
"CENTRO ONCOLOGICO Y DE RADIOTERAPIA TEC 100, SAPI DE C.V.",FARMACIA,"IGNACIO ZARAGOZA PONIENTE 
NO. 262-H16",CENTRO,76000,QUERETARO,QUERETARO,17 22 14 F-021,03-nov-17,"CON VENTA DE MEDICAMENTOS ESTUPEFACIENTES,PSICOTROPICOS( 
GRUPO II Y III), BIOLOGICOS, VACUNAS, TOXOIDES Y HEMODERIVADOS 
DE ORIGEN ANIMAL Y VEGETAL"
"OFTALMICA TEC 100, S.A DE C.V.",FARMACIA,"PROL.PRIVADA IGNACIO 
ZARAGOZA NO. 16",CENTRO,76000,QUERETARO,QUERETARO,17 22 14 F-40,22-nov-17,"CON VENTA DE MEDICAMENTOS ESTUPEFACIENTES,PSICOTROPICOS( 
GRUPO II Y III),"
FARMACIAS BENAVIDES  SUCURSAL  FRAY JUNIPERO,FARMACIA,"CARRET. ESTATAL NO. 40, KM 
7.65363",LA PRADERA,76259,EL MARQUES,QUERETARO,17 22 11 F-41,30-nov-17,"CON VENTA DE MEDICAMENTOS ESTUPEFACIENTES,PSICOTROPICOS( 
GRUPO II Y III), BIOLOGICOS, VACUNAS, TOXOIDES Y HEMODERIVADOS 
DE ORIGEN ANIMAL Y VEGETAL"
FARMACIAS BENAVIDES SUCURSAL. REAL DE CARRETAS,FARMACIA,"CAMINO REAL DE CARRETAS 
NO. 299",MILENIO III,76060,QUERETARO,QUERETARO,17 22 14 F-42,08-dic-17,"CON VENTA DE MEDICAMENTOS ESTUPEFACIENTES, PSICOTROPICOS  
(GRUPO II Y III)"
FARMACIA CUIDERMA,FARMACIA,"AV. PASEO DE LA REFORMA NO. 
111 LOCAL 10",LOMAS DEL MARQUES,76146,QUERETARO,QUERETARO,17 22 14 F-43,18-dic-17,CON VENTA DE MEDICAMENTOS PSICOTROPICOS (GRUPO II Y II)
FARMACIA SANTO TOMAS,FARMACIA,"PROL. BERNARDO QUINTANA 
NO. 2906",CERRITO COLORADO,76116,QUERETARO,QUERETARO,17 22 14 F-44,20-dic-17,"CON VENTA DE MEDICAMENTOS 
ESTUPEFACIENTES,PSICOTROPICOS,(GRUPO II Y III), BIOLOGICOS, 
VACUNAS, TOXOIDES, HEMODERIVADOS Y ANTITOXINAS DE ORIGEN 
ANIMAL Y VEGETAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"AVENIDA CONSTITUYENTES N° 
18",CENTRO,76800,SAN JUAN  DEL RIO,QUERETARO,18 22 16 F-01,10-ene-18,"CON MEDICAMENTOS PSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"PROL. CONSTITUYENTES N° 7 
INTERIOR 42",EL MARQUES,76240,EL MARQUES,QUERETARO,18 22 11 F-02,10-ene-18,"CON MEDICAMENTOS PSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
FARMACIAS DEL AHORRO SUCURSAL RIO GRANDE,FARMACIA,AV. RIO MOCTEZUMA N° 131,SAN CAYETANO 3ER. SECC,76807,SAN JUAN  DEL RIO,QUERÉTARO,18 22 16 F-03,26-ene-18,"CON MEDICAMENTOS PSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
FARMACIAS DEL AHORRO SUCURSAL CARRETAS,FARMACIA,AV. CONSTITUYENTES N° 248,CARRETAS,76050,QUERETARO,QUERÉTARO,18 22 14 F-04,06-feb-18,"CON MEDICAMENTOS PSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
"UNIDAD QUIRURGICA DE ESPECIALIDADES OFTALMICAS, S.A. DE 
C.V.",BOTICA,"CIRCUITO ALAMOS N° 62,","COL. ALAMOS 2DA.SECCION,",76160,QUERETARO,QUERÉTARO,18 22  14 F-05,21-feb-18,"CON MEDICAMENTOS PSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
FARMATODO,FARMACIA,"AV. TECNOLOGICO SUR N° 48 
LOCALES 4 Y 5",NIÑOS HEROES,76010,QUERETARO,QUERÉTARO,18 22 14 F-07,23-feb-18,"CON MEDICAMENTOS PSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
DERMASANA FARMACIA DERMATOLOGICA,BOTICA,"HACIENDA CASABLANCA 1 
LOCAL 3",MANSIONES DEL VALLE,76185,QUERETARO,QUERÉTARO,18 22 14 F-08,27-feb-18,PSICOTRÓPICOS GRUPOS II Y III
,BOTICA,"CARRETERA ESTATAL 411 N° 
700",EJIDO LA NEGRETA,76907,CORREGIDORA,QUERÉTARO,18 22 06 F-09,28-feb-18,PSICOTRÓPICOS GRUPOS II Y III
FARMACIAS BENAVIDES/ SUC. DEL 57,FARMACIA,AVENIDA DEL 57 N° 96,CENTRO,76000,QUERETARO,QUERÉTARO,18 22 14 F-10,09-mar-18,"CON MEDICAMENTOS ESTUPEFACIENTES, PSICOTROPICOS ,(GRUPO II 
Y III) BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y 
ANTITOXINAS DE ORIGEN ANIMAL Y VEGETAL"
FARMACIAS BENAVIDES/TERRANOVA,FARMACIA,AVENIDA TERRANOVA N° 2,EL PUEBLITO,76900,CORREGIDORA,QUERÉTARO,18 22 06 F-11,09-mar-18,"CON MEDICAMENTOS ESTUPEFACIENTES, PSICOTROPICOS 
,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y 
ANTITOXINAS DE ORIGEN ANIMAL Y VEGETAL"
FARMACIA DERMICA,DROGUERIA,ING. LUIS M. VEGA N° 37,CIMATARIO,76030,QUERÉTARO,QUERÉTARO,18 22 14 D-12,02-abr-18,"PREPARACIONES FORMULAS MAGISTRALES, MEDICAMENTOS 
ANTIBIOTICOS, PSICOTRÓPICOS (GRUPO II Y III)"
FARMACIAS BENAVIDES/ SUC. JURICA,FARMACIA,"AVENIDA  PASEO DE JURICA N° 
112",JURICA CAMPESTRE,76100,QUERÉTARO,QUERÉTARO,18 22 14 F-13,13-abr-18,"CON MEDICAMENTOS ESTUPEFACIENTES, PSICOTROPICOS 
,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y 
ANTITOXINAS DE ORIGEN ANIMAL Y VEGETAL"
FARMACIAS BENAVIDES/ SUC. CAMINO REAL II,FARMACIA,"AVENIDA  CAMINO REAL N° 
605",MISION CANDILES,76903,CORREGIDORA,QUERÉTARO,18 22 06 F-14,16-abr-18,"CON MEDICAMENTOS ESTUPEFACIENTES, PSICOTROPICOS 
,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y 
ANTITOXINAS DE ORIGEN ANIMAL Y VEGETAL"
FARMACIAS BENAVIDES/ SUC. CORREGIDORA,FARMACIA,"AV.  PROLONGACION 
CORREGIDORA NORTE N°326",ALAMOS 3RA. SECC,76160,QUERÉTARO,QUERÉTARO,18 22 14 F-015,16-abr-18,"CON MEDICAMENTOS ESTUPEFACIENTES, PSICOTROPICOS 
,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y 
ANTITOXINAS DE ORIGEN ANIMAL Y VEGETAL"
"TIENDAS SORIANA, S.A. DE C.V./MEGA SORIANA CITADINA",FARMACIA,AV. CONSTITUYENTES N° 1601,EL PUEBLITO,76900,CORREGIDORA,QUERÉTARO,18 22 06 F-016,18-abr-18,PSICOTROPICOS FRACCIONES II Y III
"FARMACIA ROSNAT, S.A. DE C.V.",FARMACIA,"AV. PASEO AMSTERDAM N° 137 
INT H",AMSTERDAM,76904,CORREGIDORA,QUERÉTARO,18 22 06 F-017,30-may-18,PSICOTROPICOS FRACCIONES II Y III EXCLUSIVAMENTE
FARMACIAS DEL AHORRO SUCURSAL SAN PABLO,FARMACIA,"AV. PROLONGACION 
TECNOLÓGICO N° 998",TECNOLOGICO,76125,QUERÉTARO,QUERÉTARO,18 22 14 F-18,14-jun-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,CAMINO A LOS OLVERA N° 703,LOS OLVERA,76904,CORREGIDORA,QUERÉTARO,18 22 06 F-19,25-jun-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
CIRCULO DE LA SALUD MEDERYFARMA,FARMACIA,AV 5 DE FEBRERO N° 2,NIÑOS HEROES,76010,QUERÉTARO,QUERÉTARO,18 22 14 F-20,26-jun-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
FARMACIA DEL CENTRO DE SALUD BUENAVISTA,BOTICA,"CARRETERA A TAPONAS KM 2 
S/N",BUENAVISTA,76950,HUIMILPAN,QUERÉTARO,18 22 08 B-021,29-jun-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
FARMACIA DEL CENTRO DE SALUD CEJA DE BRAVO,BOTICA,CALLE JUAN PABLO II S/N,CEJA DE BRAVO,76957,HUIMILPAN,QUERÉTARO,18 22 08 B-022,29-jun-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
FARMACIA DEL CENTRO DE SALUD LOS CUES,BOTICA,CALLE IGNACIO ZARAGOZA S/N,LOS CUES,76970,HUIMILPAN,QUERÉTARO,18 22 08 B-023,29-jun-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
FARMACIA DEL CENTRO DE SALUD SAN PEDRO,BOTICA,CALLE 31 DE ENERO S/N,SAN PEDRO,76950,HUIMILPAN,QUERÉTARO,18 22 08 B-024,29-jun-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
FARMACIA DEL CENTRO DE SALUD APAPATARO,BOTICA,"CARRETERA SANTA BARBARA-
HUIMILPAN KM 10 S/N",APAPATARO,76983,HUIMILPAN,QUERÉTARO,18 22 08 B-025,29-jun-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
"FARMACIA DEL CENTRO DE SALUD  HUIMILPAN 
“JOSEFINA BECERRIL”",BOTICA,"CALLE PROLONGACION 
REFORMA N° 587",CENTRO,76950,HUIMILPAN,QUERÉTARO,18 22 08 B-026,29-jun-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
FARMACIA DEL CENTRO DE SALUD LAGUNILLAS,BOTICA,"CALLE MANUEL GOMEZ MORIN 
S/N",LAGUNILLAS,76980,HUIMILPAN,QUERÉTARO,18 22 08 B-027,29-jun-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
FARMACIA DEL CENTRO DE SALUD EL MILAGRO,BOTICA,CALLE FRANCISCO VILLA S/N,EL MILAGRO,76950,HUIMILPAN,QUERÉTARO,18 22 08 B-028,29-jun-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
FARMACIA DEL CENTRO DE SALUDLA NORIA,BOTICA,CALLE TEQUISQUIAPAN S/N,LA NORIA,76950,HUIMILPAN,QUERÉTARO,18 22 08 B-029,29-jun-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
FARMACIA DEL CENTRO DE SALUD EL PUEBLITO,BOTICA,"FRAY SEBASTIAN DE GALLEGOS 
N° 18",EL PUEBLITO,76900,CORREGIDORA,QUERÉTARO,18 22 06 B-30,09-jul-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
FARMACIA DEL CENTRO DE SALUD SAN JOSE DE LOS OLV ERA,BOTICA,MONTERREY S/N,SAN JOSE DE LOS OLVERA,76902,CORREGIDORA,QUERÉTARO,18 22 06 B-31,09-jul-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
FARMACIA DEL CENTRO DE SALUD LA NEGRETA,BOTICA,"21 DE MARZO S/N,",LA NEGRETA,76925,CORREGIDORA,QUERÉTARO,18 22 06 B-32,09-jul-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
FARMACIA DEL CENTRO DE SALUD EMILIANO ZAPATA,BOTICA,"AVENIDA PROLONGACION EL 
JACAL S/N",QUINTA SECCION PUERTA REAL,76900,CORREGIDORA,QUERÉTARO,18 22 06 B-33,09-jul-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
FARMACIA DEL CENTRO DE SALUD PRESA DE BRAVO,BOTICA,"CARRETERA A CORONEO KM 
13.5",COMUNIDAD PRESA DE BRAVO,76936,CORREGIDORA,QUERÉTARO,18 22 06 B-34,09-jul-18,"CON MEDICAMENTOSPSICOTROPICOS ,(GRUPO II Y III) 
BIOLOGICOS,VACUNAS,TOXOIDES,HEMODERIVADOS Y ANTITOXINAS 
DE ORIGEN ANIMAL Y VEGETAL"
