ESTABLECIMIENTO,"GIRO (FARMACIA, 
BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,,"MUNICIPIO O 
DELEGACION",ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION 
AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, 
TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
HOSPITAL GENERAL DE ZONA No. 98 COACALCO,BOTICA,BLVD. COACALCO 81,VILLA DE LAS FLORES,55710,COACALCO,ESTADO DE MEXICO,15020100002,31-Oct-00,"ESTUPEFACIENTES, PSICOTROPICOS, 
SUEROS DE ORIGEN ANIMAL"
FARMASANTOYO,FARMACIA,BLVD. DE LOS AZTECAS M-509 L-1,CIUDAD AZTECA,55120,ECATEPEC,ESTADO DE MEXICO,15033090330,15-Nov-04,"PSICOTROPICOS, VACUNAS, TOXOIDES"
BODEGA SAN AGUSTIN,FARMACIA,VIA LOPEZ MATEOS S/N,MIGUEL HIDALGO,55490,ECATEPEC,ESTADO DE MEXICO,15033090326,,"PSICOTROPICOS, VACUNAS, SUEROS Y 
TOXOIDES"
FARMACIA DE DIOS SUC. COACALCO,FARMACIA,VIA JOSE LOPEZ PORTILLO 105 LOC D,ZACUAUTITLA,55700,COACALCO,ESTADO DE MEXICO,15020090323,06-Oct-04,PSICOTROPICOS Y VACUNAS
FARMACIA NUEVA ERA,FARMACIA,LOPEZ MATEOS 203 LOC-A,NUEVO PASEO DE SAN AGUSTIN,55130,ECATEPEC,ESTADO DE MEXICO,15033090322,06-Oct-04,PSICOTROPICOS VACUNA Y TOXOIDES
CLINICA DR. GUARNEROS,BOTICA,AV IGNACIO PICHARDO 70 INT-1,VALLE DE ANAHUAC,55200,ECATEPEC,ESTADO DE MEXICO,15033100321,08-Oct-04,PSICOTROPICOS Y VACUNAS
CLINICA MAGRALSA,BOTICA,IGNACIO ALLENDE 25-19,SAN JOSE JAJALPA,55090,ECATEPEC,ESTADO DE MEXICO,1.50331E+11,25-Mar-04,"PSICOTROPICOS,SUEROS, ANTITOXINAS DE 
ORIGEN ANIMAL"
FARMACIA ADRIANA,FARMACIA,AV PRESIDENTE JUAREZ 23,SAN LORENZO TETLIXTAC,55714,COACALCO,ESTADO DE MEXICO,15033090303,21-Nov-03,"PSICOTROPICOS ,SUEROS TOXOIDES Y 
VACUNAS"
FARMACIA COMERCIAL MEXICANA,FARMACIA,"AV. JOSE LOPEZ PORTILLO S/N ESQ 
CARR. COACALCO TULTEPEC",COACALCO,55700,COACALCO,ESTADO DE MEXICO,15033090300,25-Sep-03,"PSICOTROPICOS, VACUNAS SUEROS Y 
TOXOIDES"
CLINICA FAMILIAR ECATEPEC,BOTICA,ISABELA CATOLICA ESQ AGRICULTURA,EL CALVARIO,55020,ECATEPEC,ESTADO DE MEXICO,15033090298,22-Oct-03,"VACUNAS, SUEROS, PSICOTROPICOS Y 
ESTUPEFACIENTES"
FARMACIA LOS ANGELES,FARMACIA,MALAQUIAS HUITRON 35,SAN LORENZO COACALCO,55714,COACALCO,ESTADO DE MEXICO,15033090296,17-Sep-03,"PSICOTROPICOS, VACUNAS SUEROS"
FARMACIA,FARMACIA,AV. LOURDES 37,NUEVO PASEO DE SAN AGUSTIN,55130,ECATEPEC,ESTADO DE MEXICO,15033090293,17-Sep-03,"PSICOTROPICOS, VACUNAS TOXOIDES Y 
SUEROS"
FARMACIA COMERCIAL MEXICANA COACALCO 1,FARMACIA,"BLVD. COACALCO ESQ AV LOPEZ 
PORTILLO",VILLA DE LAS FLORES,55710,COACALCO,ESTADO DE MEXICO,15033090290,25-Sep-03,"PSICOTROPICOS, VACUNAS SUEROS Y 
TOXOIDES"
FARMACIA PLAZA COACALCO,FARMACIA,AV. LOPEZ PORTILLO 220,SAN LORENZO TETLIXTAC,55714,COACALCO,ESTADO DE MEXICO,15033090289,25-Sep-03,"PSICOTROPICOS, VACUNAS SUEROS Y 
TOXOIDES"
FARMACIA SUC. ECATEPEC,FARMACIA,VIA MORELOS 222,TULPETLAC,55400,ECATEPEC,ESTADO DE MEXICO,15020090288,25-Sep-03,"PSICOTROPICOS, VACUNAS SUEROS Y 
TOXOIDES"
FARMACIA SUC. ECATEPEC CENTRO,FARMACIA,AV. REVOLUCION  L-B S/N,SAN CRISTOBAL CENTRO,55000,ECATEPEC,ESTADO DE MEXICO,15033090287,25-Sep-03,"PSICOTROPICOS, VACUNAS SUEROS Y 
TOXOIDES"
FARMACIA SUC. CENTER PLAZA,FARMACIA,AV. CENTRL 50,VALLE DE ANAHUAC,55200,ECATEPEC,ESTADO DE MEXICO,15033090286,25-Sep-03,"PSICOTROPICOS, VACUNAS SUEROS Y 
TOXOIDES"
FARMACIA LINEA Y FIGURA,FARMACIA,BLVD COCALCO 152,VILLA DE LAS FLORES,55710,COACALCO,ESTADO DE MEXICO,15020090283,04-Sep-03,PSICOTROPICOS Y ESTUPEFACIENTES
BOTICA DIF,BOTICA,VIA JOSE LOPEZ PORTILLO KM 1,EJIDAL EMILIANO ZAPATA,55029,ECATEPEC,ESTADO DE MEXICO,15033090281,03-Sep-03,ESTUPEFACIENTES Y PSICOTROPICOS
FARMACIA,FARMACIA,BLVD. COACALCO 137,VILLA DE LAS FLORES,55710,COACALCO,ESTADO DE MEXICO,15033090279,12-ago-03,"PSICOTROPICOS, VACUNAS SUEROS, 
ANTITOXINAS DE ORIGEN ANIMAL, TOXOIDES"
FARMACIA,FARMACIA,"NAVE 1 BODEGA 804 INT CENTRAL DE 
ABASTOS",STA CRUZ VENTA DE CARPIO,55060,ECATEPEC,ESTADO DE MEXICO,1503309259,13-dic-02,"ESTUPEFACIENTES, PSICOTROPICOS, 
VACUNAS Y TOXOIDES"
SAMS CLUB COACALCO,FARMACIA,"VIA JOSE LOPEZ PORTILLO 101 LETRA 
E",ZACUAUTITLA,55700,COACALCO,ESTADO DE MEXICO,15020090257,27-Nov-02,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMACIA ACUARIOS,FARMACIA,TLACOPAN M-543 L-1,CIUDAD AZTECA 3RA SECC,55120,ECATEPEC,ESTADO DE MEXICO,15033090252,27-Nov-02,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMAZTECA,FARMACIA,AV. CIRCUNVALACION SUR 61,JARDINES DE CASANUEVA,55430,ECATEPEC,ESTADO DE MEXICO,15033090248,28-ago-02,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMACIA MEXICO,FARMACIA,PRIMAVERA 80,VIVEROS DE XALOSTOC,55340,ECATEPEC,ESTADO DE MEXICO,15033090241,28-ago-02,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMACIA VIDACENTER,FARMACIA,AV. HANK GONZALEZ 50,VALLE DE ANAHUAC,55200,ECATEPEC,ESTADO DE MEXICO,15033090240,28-ago-02,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMACIA FUENTES,FARMACIA,VALLE DE SAGITARIO M-9 L-3 A,FUENTES DE ARAGON,55248,ECATEPEC,ESTADO DE MEXICO,15033090238,28-ago-02,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, 
HEMODERIVADOS"
FARMACIA SULLY,FARMACIA,RIO MISSISIPI 79,JARDINES DE MORELOS,55070,ECATEPEC,ESTADO DE MEXICO,15033090231,21-Jun-02,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA,FARMACIA,AV MORELOS OTE 18,SAN CRISTOBAL CENTRO,55000,ECATEPEC,ESTADO DE MEXICO,15033090227,27-May-02,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA AMANECER,FARMACIA,"AV IGNACIO PICHARDO PAGAZA M-4 L-
20",CIUDAD AMANECER,55267,ECATEPEC,ESTADO DE MEXICO,15033090219,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
BOTICA SAN JORGE,BOTICA,CALLE 31 M-189 L-1,JARDINES DE SANTA CLARA,55450,ECATEPEC,ESTADO DE MEXICO,15033100214,,PSICOTROPICOS
FARMACIA SAN MARTIN,FARMACIA,AV. HALCON 4,RINCONADA DE ARAGON,55140,ECATEPEC,ESTADO DE MEXICO,15033090212,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA SAN DIEGO,FARMACIA,AV. SAN ANDRES 102,CARLOS HANK GONZALEZ,55520,ECATEPEC,ESTADO DE MEXICO,15033090200,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA ACUARIO,FARMACIA,AV TULPETLAC 23,NUEVO LAREDO,55080,ECATEPEC,ESTADO DE MEXICO,15033090196,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA ACUARIO,FARMACIA,AV. MEXICO 305,TULPETLAC,55400,ECATEPEC,ESTADO DE MEXICO,15033090195,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA ALVARADO,FARMACIA,AV. DEL PARQUE 76,PARQUE RESIDENCIAL COACALCO,55720,COACALCO,ESTADO DE MEXICO,15020090194,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA,FARMACIA,AV. VIOLETAS 101 M-94 L-50,VILLA DE LAS FLORES,55710,COACALCO,ESTADO DE MEXICO,15020090191,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA,FARMACIA,BLVD DE LAS ROSAS 486,VILLA DE LAS FLORES,55710,COACALCO,ESTADO DE MEXICO,15020090190,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA,FARMACIA,ORQUIDEA 154,VILLA DE LAS FLORES,55710,COACALCO,ESTADO DE MEXICO,15020090189,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIAS AVE FENIX,FARMACIA,"CENTRO COMERCIAL LAS PLAZAS LOC 
4-5 Y 6",VILLA DE LAS FLORES,55710,COACALCO,ESTADO DE MEXICO,15020090187,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA AVE FENIX,FARMACIA,"VIA JOSE LOPEZ PORTILLO KM 28.5 No. 
7",SAN LORENZO TETLIXTAC,55714,COACALCO,ESTADO DE MEXICO,15020090186,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
ISSSTE CLINICA XALOSTOC,BOTICA,CARR. MEXICO-PACHUCA KM 16.5 S/N,JARDINES DE CASANUEVA,55430,ECATEPEC,ESTADO DE MEXICO,15033100182,,PSICOTROPICOS Y ESTUPEFACIENTES
FARMACIA SAN RAFAEL,FARMACIA,CALLE 1 M-4 LOC-2,EL TECOJOTE,55017,ECATEPEC,ESTADO DE MEXICO,15033090179,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA DE LA CRUZ,FARMACIA,REFORMA 1-B,SANTO TOMAS CHICONAUTLA,55069,ECATEPEC,ESTADO DE MEXICO,15033090178,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA,FARMACIA,"INTERIOR CENTRAL DE ABSTOS F-1, 2 Y 
3",SANTA CRUZ VENTA DE CARPIO,55060,ECATEPEC,ESTADO DE MEXICO,15033090175,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA SAN CAYETANO,FARMACIA,VIA MORELOS KM 21.5 No. 108,SAN JOSE JAJALPA,55090,ECATEPEC,ESTADO DE MEXICO,15033090172,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA INTERFARM SUC KAREN,FARMACIA,VICENTE GUERRERO 2 ESQ MORELOS,SANTA CLARA,55540,ECATEPEC,ESTADO DE MEXICO,15033090012,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA,FARMACIA,AV. CENTRAL 120 LOC 84 Y 85,CIUDAD AZTECA,55120,ECATEPEC,ESTADO DE MEXICO,15033090020,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
HOSPITAL GENERAL DE ZONA 76,BOTICA,CARR. LAREDO Y CALLE RAYON KM 12.5,SAN PEDRO XALOSTOC,55310,ECATEPEC,ESTADO DE MEXICO,1.50331E+11,,"PSICOTROPICOS, ESTUPEFACIENTES 
VACUNAS Y TOXOIDES"
INTERFARM SUC. LA FE,FARMACIA,"BLVD TEOCALLIS M-339 L-1 ESQ 
IZTACCIHUATL",CIUDAD AZTECA 2DA SECC.,55120,ECATEPEC,ESTADO DE MEXICO,1.50331E+11,,"PSICOTROPICOS VACUNAS TOXOIDES 
SUEROS DE ORIGEN ANIMAL"
FARMACIA BERENICE,FARMACIA,AV. CARLOS HANK GONZALEZ 93,GRANJAS VALLE DE GUADALUPE,55270,ECATEPEC,ESTADO DE MEXICO,15033090034,,"PSICOTROPICOS VACUNAS TOXOIDES 
SUEROS DE ORIGEN ANIMAL"
UNIDAD DE MEDICINA FAMILIAR 191,BOTICA,PINO S/N,LA MORA,55030,ECATEPEC,ESTADO DE MEXICO,15033100045,,ESTUPEFACIENTES Y PSICOTROPICOS
FARMACIA SAN MARTIN DE PORRES,FARMACIA,CALLE 10 No.7,JARDINES DE CASANUEVA,55430,ECATEPEC,ESTADO DE MEXICO,15033090058,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA LA FE,FARMACIA,PROLONGACION AV. MEXICO 9-A,AMPLIACION TULPETLAC,55418,ECATEPEC,ESTADO DE MEXICO,15033090063,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA SAN JOSE,FARMACIA,JILQGUEROS 62,IZCALLI JARDINES,55050,ECATEPEC,ESTADO DE MEXICO,15033090067,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
INTERFARM SUC. GABY,FARMACIA,TONATIUH M-211 L-30 No. 62,CIUDAD AZTECA 2DA SECC.,55120,ECATEPEC,ESTADO DE MEXICO,15033090070,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA VERONICA,FARMACIA,SAN FELIPE M-139 L-1,NUEVO PASEO DE SAN AGUSTIN,55130,ECATEPEC,ESTADO DE MEXICO,15033090071,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
HOSPITAL GENERAL DE REGION 196,BOTICA,"AV. CENTRAL S/N ENTRE CALLE PIEDAD 
Y STA PRISCA",SAN AGUSTIN,55130,ECATEPEC,ESTADO DE MEXICO,15033100075,,"ESTUPEFACIENTES, PSICOTROPICOS Y 
SUEROS DE ORIGEN ANIMAL"
FARMACIA INTERFARM,FARMACIA,ALONDRAS 20,IZCALLI JARDINES,55050,ECATEPEC,ESTADO DE MEXICO,15033090087,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA INTERFARM,FARMACIA,AV. MEXICO 152,JARDINES DE CERRO GORDO,55100,ECATEPEC,ESTADO DE MEXICO,15033090088,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA LAURA,FARMACIA,BLVD. DE LOS AZTECAS M-410 L-30,CIUDAD AZTECA,55120,ECATEPEC,ESTADO DE MEXICO,15033090093,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA MORELOS,FARMACIA,AV MORELOS PTE 23,SAN CRISTOBAL CENTRO,55000,ECATEPEC,ESTADO DE MEXICO,15033090096,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA NUEVO LAREDO,FARMACIA,AV RIO BRAVO 2,NUEVO LAREDO,55080,ECATEPEC,ESTADO DE MEXICO,15033090097,,"PSICOTROPICOS, VACUNAS TOXOIDES Y 
SUEROS"
FARMACIA ESTRELLA,FARMACIA,COPERNICO 34,ESTRELLA,55210,ECATEPEC,ESTADO DE MEXICO,15033090007,20-Feb-06,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
HOSPITAL GENERAL DE ZONA 68,BOTICA,VIA MORELOS KM 19.5,SANTA MARIA TULPETLAC,55418,ECATEPEC,ESTADO DE MEXICO,15033100102,,"ESTUPEFACIENTES PSICOTROPICOS 
VACUNAS TOXOIDES, SUEROS DE ORIGEN 
ANIMAL Y HEMODERIVADOS"
FARMACIA CAR-BEL,FARMACIA,PASEO DE LAS LOMAS 21,PARQUE RESIDENCIAL COACALCO,55720,COACALCO,ESTADO DE MEXICO,15033090108,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
UNIDAD DE MEDICINA FAMILIAR 93 CERRO GORDO,BOTICA,"VIA MORELOS KM 17.5 ANTIGUA CARR A 
PACHUCA",JARDINES DE CASANUEVA,55430,ECATEPEC,ESTADO DE MEXICO,15033100109,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
UNIDAD DE MEDICINA FAMILIAR 77,BOTICA,NUEVO PASEO DE SAN AGUSTIN S/N,SAN AGUSTIN,55130,ECATEPEC,ESTADO DE MEXICO,15033100112,,PSICOTROPICOS
UNIDAD DE MEDICINA FAMILIAR 91,BOTICA,VIA LOPEZ PORTILLO ESQ JUAREZ,COACALCO,57000,COACALCO,ESTADO DE MEXICO,15020100113,,PSICOTROPICOS
FARMACIA,FARMACIA,AV MORELOS PTE No. 2,SAN CRISTOBAL,55000,ECATEPEC,ESTADO DE MEXICO,15033090127,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA ECATEPEC,FARMACIA,AV MORELOS 28,FUENTES DE ECATEPEC,55050,ECATEPEC,ESTADO DE MEXICO,15033090128,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
UNIDAD DE MEDICINA FAMILIAR 92,BOTICA,AV CENTRAL ESQ STA PRISCA,LADERAS DEL PEÑON,55140,ECATEPEC,ESTADO DE MEXICO,15033100133,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
U.M.F. 67 STA CLARA,BOTICA,ALFAREROS 637,SANTA CLARA,55540,ECATEPEC,ESTADO DE MEXICO,15033100136,,"ESTUPEFACIENTES PSICOTROPICOS 
VACUNAS TOXOIDES, SUEROS DE ORIGEN 
ANIMAL Y HEMODERIVADOS"
FARMACIA BETY,FARMACIA,AV NICOLAS BRAVO 133,JARDINES DE MORELOS,55070,ECATEPEC,ESTADO DE MEXICO,15033090138,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
TIENDA Y FARMACIA VIPS COACALCO,FARMACIA,VIA JOSE LOPEZ PORTILLO No. 101,ZACUAUTITLA,55700,COACALCO,ESTADO DE MEXICO,15020090146,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA CRISTO REY,FARMACIA,MARIANO MATAMOROS M-2 L-22,MIGUEL HIDALGO,55490,ECATEPEC,ESTADO DE MEXICO,15033090148,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
BODEGA AURRERA LAS PALOMAS,FARMACIA,AV PALOMAS L-1 M-1,LA VELETA,55000,ECATEPEC,ESTADO DE MEXICO,15033090150,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
BODEGA AURRERA COACALCO,FARMACIA,VIA JOSE LOPEZ PORTILLO 101-D,ZACUAUTITLA,55700,COACALCO,ESTADO DE MEXICO,15020090151,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
BODEGA AURRERA PLAZA ARAGON,FARMACIA,AV HANK GONZALEZ 120,CIUDAD AZTECA 3RA SECC,55120,ECATEPEC,ESTADO DE MEXICO,15033090152,,PSICOTROPICOS VACUNA Y TOXOIDES
BODEGA AURRERA STA CLARA,FARMACIA,CARR MEXICO-PACHUCA 3277,TULPETLAC,55400,ECATEPEC,ESTADO DE MEXICO,15033090153,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
BODEGA AURRERA ECATEPEC,FARMACIA,JOSE LOPEZ PORTILLO 410,GUADALUPE VICTORIA,55010,ECATEPEC,ESTADO DE MEXICO,15033090155,,"ESTUPEFACIENTES PSICOTROPICOS 
VACUNAS TOXOIDES, SUEROS DE ORIGEN 
ANIMAL Y HEMODERIVADOS"
BODEGA AURRERA VIA MORELOS,FARMACIA,AV VIA MORELOS S/N,ALCAHUACAN JAJALPA,55090,ECATEPEC,ESTADO DE MEXICO,15033090156,,"ESTUPEFACIENTES PSICOTROPICOS 
VACUNAS TOXOIDES, SUEROS DE ORIGEN 
ANIMAL Y HEMODERIVADOS"
HOSPITAL GENERAL DE ECATEPEC JOSE MA RODRIGUEZ,BOTICA,LEONA VICARIO 109,VALLE DE ANAHUAC,55200,ECATEPEC,ESTADO DE MEXICO,15033100161,,"PSICOTROPICOS GRUPOS II Y III, VACUNAS 
TOXOIDES Y HEMODERIVADOS"
FARMACIA EXPRESS,FARMACIA,AV CENTRAL 13 LOC 1 Y 2,RINCONADA DE ARAGON,55140,ECATEPEC,ESTADO DE MEXICO,15033090163,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
TIENDA AURRERA PLAZA ARAGON,FARMACIA,AV HANK GONZALEZ 120-D,CUIDAD AZTECA 3RA SECC,55120,ECATEPEC,ESTADO DE MEXICO,15033090168,,"PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS 
DE ORIGEN ANIMAL Y HEMODERIVADOS"
FARMACIA,FARMACIA,AV. NICOLAS BRAVO No. 33,LA URBANA,,ECATEPEC,ESTADO DE MEXICO,15033090002,,"PSICOTROPICOS GRUPOS II Y III, VACUNAS 
TOXOIDES Y HEMODERIVADOS"
FARMACIA,FARMACIA,AV MORELOS 17,ZACUAUTITLA,55700,COACALCO,ESTADO DE MEXICO,15033090008,03-Mar-06,"PSICOTROPICOS GRUPOS II Y III, VACUNAS 
TOXOIDES Y HEMODERIVADOS"
FARMACIA,FARMACIA,AV RUIZ CORTINEZ S/N,AMP. SAN PEDRO XALOSTOC,55316,ECATEPEC,ESTADO DE MÉXICO,15033090009,20-Feb-06,"PSICOTROPICOS GRUPOS II Y III, VACUNAS 
TOXOIDES Y HEMODERIVADOS"
FARMACIA,FARMACIA,MORELOS OTE 47-B,SAN CRISTOBAL,55000,ECATEPEC,ESTADO DE MÉXICO,15033090012,24-Mar-06,"PSICOTROPICOS GRUPOS II Y III, VACUNAS 
TOXOIDES Y HEMODERIVADOS"
FARMACIA,FARMACIA,AV JARDINES DE MORELOS 304,JARDINES DE MORELOS,55070,ECATEPEC,ESTADO DE MÉXICO,15033090014,27-Mar-06,"PSICOTROPICOS GRUPOS II Y III, VACUNAS 
TOXOIDES Y HEMODERIVADOS"
FARMACIA,FARMACIA,RUSIA M-61 L-5,JARDINES DE CERRO GORDO,55100,ECATEPEC,ESTADO DE MÉXICO,15033090017,27-Mar-06,"PSICOTROPICOS GRUPOS II Y III, VACUNAS 
TOXOIDES Y HEMODERIVADOS"
