"FARMACIA SANTAFE SUC. 
SATELITE.",FARMACIA,"BLVD. SOLIDARIDAD #265 ESQ. BLVD. 
LUIS DONALDO COLOSIO.",SANTA FE.,83249,HERMOSILLO,SONORA,26-030-09-0485,01-dic.-12,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA SANTAFE SUC. LAS 
GRANJAS.",FARMACIA,"DR. PALIZA #376 E/DR. DOMINGO 
OLIVARES Y CARTAGENA.",LAS GRANJAS.,83250,HERMOSILLO,SONORA,26-030-09-0444,07-ago.-12,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA SANTAFE SUC. ENCINAS
 HERMOSILLO.",FARMACIA,"BLVD. LUIS ENCINAS J. S/N ESQ. 
REFORMA, INTERIOR TIENDA.",SAN BENITO.,83190,HERMOSILLO,SONORA,26-030-09-0512,06-may.-14,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA SANTAFE SUC. LUKEN.,FARMACIA,"BLVD. GASPAR LUKEN ESCALANTE 
#72 LOC-A ESQ. AGUSTIN DEL 
CAMPO.",SAN BOSCO.,83170,HERMOSILLO,SONORA,26-030-09-0471,25-oct.-12,"PSICOTRÒPICOS (GRUPO II Y III),  VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA SANTAFE SUC. 
PRADERAS.",FARMACIA,"AVE. CAMINO DEL SERI  #157 ESQ. 
DE LOS MONTES.",LAS PRADERAS.,83288,HERMOSILLO,SONORA,26-030-09-0479,22-nov.-12,"PSICOTRÒPICOS (GRUPO II Y III) VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA SANTAFE SUC. SAN 
PEDRO.",FARMACIA,CARRETERA A URES KM. 2 S/N.,"SAN PEDRO EL 
SAUCITO.",83305,HERMOSILLO,SONORA,26-030-09-0470,24-oct.-12,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
TIENDAS SORIANA.,FARMACIA,"PERIFERICO OTE. 
#1274 ESQ. CARRET. A SAHUARIPA.",PERISUR.,83290,HERMOSILLO,SONORA,26-030-09-0185,01-feb.-07,"PSICOTRÒPICOS (GRUPO II y III), TOXOIDES."
TIENDAS SORIANA S.A. DE C.V.,FARMACIA,"BLVD. PROGRESO #663 Y BLVD. 
SOLIDARIDAD.",SOLIDARIDAD.,83117,HERMOSILLO,SONORA,26-030-09-0127,02-jun.-04,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
TIENDAS SORIANA S.A. DE C.V.,FARMACIA,"BLVD. JESUS GARCIA MORALES NO. 
2 
ESQ. PERIFERICO PTE.",EL LLANO.,83210,HERMOSILLO,SONORA,26-030-09-0124,01-jun.-04,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL",MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), (PSICOTRÓPICOS  II, 
III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
"BOTICA DEL SEGURO 
POPULAR 
CRUZ DEL NORTE.",BOTICA,"BLVD. QUINTERO ARCE ESQ. BLVD. 
LUIS DONALDO COLOSIO.",EL LLANO.,83230,HERMOSILLO,SONORA,26-030-10-0027,14-jul.-11,PSICOTRÒPICOS (GRUPO II Y III).
FARMACIA TREBOL.,FARMACIA,PINO JUAREZ #167-A.,CENTRO.,83000,HERMOSILLO,SONORA,26-030-09-0072,21-jun.-02,PSICOTRÒPICOS (GRUPO II Y III).
WALMART BOULEVARD MORELOS.,FARMACIA,"BLVD. JOSE MARIA MORELOS #355 
E/PROL. CONGRESO  Y CALLE 13.","ZONA MILITAR CUARTEL 
XV.",83145,HERMOSILLO,SONORA,26-030-09-0216,22-jun.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
"NUEVA WALMART DE MEXICO S. DE 
R.L. DE C.V.",FARMACIA,"BLVD. SOLIDARIDAD #116 ES. AVE. 
TECNOLOGICO.",SAHUARO.,83170,HERMOSILLO,SONORA,26-030-09-0076,19-jul.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, SUEROS DE ORIGEN ANIMAL."
"FARMACIA WALMART 
SUPERCENTER BOULEVARD 
COLOSIO.",FARMACIA,"BLVD. LUIS DONALDO COLOSIO #867 
Y BLVD. DR. ANTONIO QUIROGA.",EL LLANO.,83210,HERMOSILLO,SONORA,26-030-09-0516,02-sep.-14,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE  ORIGEN ANIMAL,  
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA NUEVA WALMART.,FARMACIA,PASEO RIO SONORA. #37 SUR.,"FRACC. PROYECTO RIO 
SONORA.",83289,HERMOSILLO,SONORA,26-030-09-0007,31-oct.-01,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE  ORIGEN ANIMAL, 
HEMODERIVADOS."
"BOTICA DE LA UNIDAD DE 
MEDICINA FAMILIAR NO. 63 
IMSS",BOTICA,"LEY FEDERAL DE TRABAJO Y 
ESCOBEDO.",APOLO.,83170,HERMOSILLO,SONORA,26-030-10-0016,13-jul.-02,PSICOTRÒPICOS (GRUPO II Y III).
"BOTICA DEL CENTRO ESTATAL DE 
ONCOLOGIA.",BOTICA,"REFORMA FINAL S/N E/RIO SAN 
MIGUEL Y RIO MAGDALENA.","PROYECTO VADO DEL 
RIO.",83280,HERMOSILLO,SONORA,26-030-10-0030,17-dic.-12,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III)."
FARMACIA SORIANA.,FARMACIA,"PASEO RIO SONORA. NTE. #128 ESQ. 
SOLIDARIDAD.","PROYECTO RIO 
SONORA.",83270,HERMOSILLO,SONORA,26-030-09-0218,25-jun.-07,"PSICOTRÒPICOS (GRUPO II Y III), TOXOIDES, HEMODERIVADOS."
FARMACIA SORIANA.,FARMACIA,BLVD. MORELOS #432.,BACHOCO.,83000,HERMOSILLO,SONORA,26-030-09-0010,05-nov.-01,"PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BOTICA DE LA UNIDAD DE 
MEDICINA FAMILIAR NO. 68/UMAA.",BÒTICA,"BLVD. CALESA #16 Y MUSARO,",RENACIMIENTO.,83296,HERMOSILLO,SONORA,26-030-10-0029,18-jul.-12,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL,  HEMODERIVADOS."
FARMACIA SAN BENITO.,BÒTICA,MARIANO ESCOBEDO NO 163-B.,SAN BENITO.,83190,HERMOSILLO,SONORA,26-030-10-0020,15-oct.-02,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL,  HEMODERIVADOS."
"BOTICA DEL HOSPITAL GENERAL 
ZONA NO. 2.",BÒTICA,JUAREZ Y SEGURO SOCIAL.,MODELO.,83150,HERMOSILLO,SONORA,26-030-10-0011,16-ene.-02,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BOTICA CENTRO DE SALUD BAHIA 
DE KINO.",BÒTICA,"TAMPICO S/N E/BLVD. KINO Y 
ACAPULCO.",CENTRO.,83340,HERMOSILLO,SONORA,26-030-10-0025,02-jun.-08,PSICOTRÒPICOS (GRUPO II).
BOTICA SANTA CLARA.,BÒTICA,OAXACA #59 PTE.,CENTRO.,83000,HERMOSILLO,SONORA,26-030-10-0012,22-ene.-02,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES,  
SUEROS DE ORIGEN ANMAL, ANTITTOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BOTICA INTERNA DEL HOSPITAL 
PSIQUIATRICO CRUZ DEL NORTE.",BÒTICA,"BLVD. QUINTERO ARCE CASI ESQ. 
CON BLVD. LUIS D. COLOSIO.",EL LLANO.,83230,HERMOSILLO,SONORA,26-030-10-0025,17-jul.-09,"PSICOTRÒPICOS (GRUPO II Y III), VACUNS."
"NUEVA WAL-MART DE MEXICO S. 
DE R.L. DE C.V.",FARMACIA,"BLVD. SOLIDARIDAD #116 ESQ. AVE. 
TECNOLOGICO",HERMOSILLO.,83170,HERMOSILLO,SONORA,26-030-09-0076,19-jul.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, SUEROS DE ORIGEN ANIMAL."
"TIENDAS COMERCIAL MEXICANA, 
SUC. MEGA HERMOSILLO.",FARMACIA,"BLVD. LUIS 
D. COLOSIO
 #432 
E/BLVD. SOLIDARIDAD",FRACC. METROCENTRO.,83200,HERMOSILLO,SONORA,26-030-09-0248,20-may.-08,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"UNIDAD DE MEDICINA FAMILIAR NO. 
2.",BOTICA,14 DE ABRIL Y A. GUTIERREZ.,BALDERRAMA.,83180,HERMOSILLO,SONORA,26-030-10-0025,22-abr.-08,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"INSTITUTO MEXICANO DEL 
SEGURO SOCIAL.",BOTICA,"CARRETERA A BAHIA DE KINO KM. 
61.","POBLADO MIGUEL 
ALEMAN.",83345,HERMOSILLO,SONORA,26-030-10-0015,13-may.-02,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES,  
SUEROS DE ORIGEN ANMAL, ANTITTOXINAS DE ORIGEN ANIMAL,
 HEMODERIVADOS."
FARMACIA AQUARIO.,FARMACIA,"YAVAROA Y TASTIOTA ESQ., COL 
CENTRO.",BAHIA DE KINO.,83340,HERMOSILLO,SONORA,26-030-09-0096,27-jun.-03,"VACUNAS, TOXOIDES, ANTITOXINAS DE ORIGEN ANIMAL."
"BOTICA DEL HOSPITAL GENERAL 
DEL ESTADO.",BOTICA,BLVD. LUIS ENCINAS S/N.,CENTRO.,83000,HERMOSILLO,SONORA,26-030-10-0035,22-ene.-16,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
"FARMACIA SANTAFE SUC. 
REFORMA.",FARMACIA,"REFORMA S/N E/JOSE M. MENDOZA Y 
ALBERTO
GTZ. INT. TIENDA.",BALDERRAMA.,83180,HERMOSILLO,SONORA,26-030-09-0510,14-abr.-14,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BOTICA DEL SEGURO POPULAR 
DEL HIES.",BOTICA,"REFORMA #355 NTE. E/ CALLE OCHO 
Y ONCE.",LEY 57.,83100,HERMOSILLO,SONORA,26-030-10-0025,27-jun.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA FARMACON SUC. LOPEZ 
PORTILLO.",FARMACIA,"BLVD. JOSE PORTILLO S/N ESQ. 
PASEO SIERRA VISTA.",SIERRA VISTA.,83147,HERMOSILLO,SONORA,26-030-09-0463,27-sep.-12,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
CAMPO VERDE.",FARMACIA,"BLVD. SOLIDARIDAD #721 E/CAMPO 
VERDE Y SAN JOSE DE GARCIA.",SOLIDARIDAD.,83116,HERMOSILLO,SONORA,26-030-09-0180,26-ene.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMANORTE SUC. VALLE BONITO.,FARMACIA,"BLVD. REAL DEL ARCO #420 LOC-3 
ESQ. CALLE GUAYPARIN.",VALLE BONITO.,83240,HERMOSILLO,SONORA,26-030-09-0533,26-feb.-16,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
VIÑEDOS.",FARMACIA,"NOROESTE #393 ESQ. RAMON ANGEL 
AMANTE.",LOS VIÑEDOS.,83127,HERMOSILLO,SONORA,26-030-09-0200,12-abr.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL",MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), (PSICOTRÓPICOS  II, 
III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
FARMACIA BUENA SALUD.,FARMACIA,NAYARIT #9 LOC-B.,SAN BENITO.,83131,HERMOSILLO,SONORA,26-030-09-0165,02-feb.-06,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BOTICA DE LA UNIDAD DE 
MEDICINA FAMILIAR NO. 65, IMSS.",BOTICA,CALLE PERIMETRAL NORTE #1101.,ALVARO OBREGON.,83170,HERMOSILLO,SONORA,26-030-10-0016,16-jul.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
"BOTICA DEL HOSPITAL MILITAR 
REGIONAL.",BOTICA,"BLVD. VALENTIN GOMEZ FARIAS 
FINAL NORTE S/N.",LOMA LINDA.,83150,HERMOSILLO,SONORA,26-030-10-0023,23-sep.-04,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
HERMOSILLO QUIROGA.",FARMACIA,"BLVD. DR. ANTONIO QUIROGA #51 
ESQ. AVE. RAMON LOPEZ VELARDE.",EL LLANO,83210,HERMOSILLO,SONORA,26-030-09-0562,26-sep.-16,"PSICOTRÓPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
COPACABANA.",FARMACIA,"TAYDE LOPEZ DEL CASTILLO S/N 
ESQ. AVE. ENRIQUE QUIJADA.",OLIVARES,83180,HERMOSILLO,SONORA,26-030-09-0563,27-sep.-16,"PSICOTRÓPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
PLAZA DEL REY.",FARMACIA,"BLVD. DE LOS GANADEROS #964 
ESQ. PASEO DE LOS LAGOS.","URBI VILLA DEL REY 
SECCION ALMENDROS",83293,HERMOSILLO,SONORA,26-030-09-0564,28-sep.-16,"PSICOTRÓPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES,SUC. 
HUATABAMPO.",FARMACIA,CALLE GUERRERO Y MORELOS.,CENTRO.,85900,HUATABAMPO,SONORA,26-033-09-0011,25-abr.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BOTICA MODERNA DE 
HUATABAMPO S.A.",BOTICA,JUAREZ Y GALEANA.,CENTRO.,85900,HUATABAMPO,SONORA,26-033-10-0005,10-jul.-09,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA MI BODEGA AURRERA
 HUATABAMPO.",FARMACIA,"ALLENDE S/N E/MATAMOROS Y 
GALEANA.",CENTRO.,85900,HUATABAMPO,SONORA,26-033-09-0017,09-may.-12,PSICOTRÒPICOS (GRUPO II Y III).
"BOTICA HOSPITAL DEL BAJO RIO 
MAYO.",BOTICA,BLVD. RODOLFO FELIX VALDEZ S/N.,DEL VALLE.,85913,HUATABAMPO,SONORA,26-033-10-0007,24-jun.-10,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III)."
"BOTICA I.S.S.S.T.E.SON. 
POLICLINICA HUATABAMPO.",BOTICA,"GERMAN E. IBARRA E/OBREGON Y 
AVILA CAMACHO.",CENTRO.,85900,HUATABAMPO,SONORA,26-033-10-0006,22-oct.-09,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOOIDES, SUEROS DE ORIGEN ANIMAL."
"HOSPITAL GENERAL DE SUBZONA 
MF. NO. 7.",BOTICA,JUAREZ PROLONGACION SUR.,CENTRO.,85900,HUATABAMPO,SONORA,26-033-10-0004,03-dic.-08,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES. 
SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL."
LA PURISIMA.,FARMACIA,"GUERRERO #30-A E/ALLENDE E 
HIDALGO.",CENTRO.,85900,HUATABAMPO,SONORA,26-033-09-0008,10-nov.-04,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA LA TRINIDAD.,FARMACIA,"CALLE JUAREZ NO. 9, LOCAL NO. 2.",CENTRO.,85900,HUATABAMPO,SONORA,26-033-09-0005,25-sep.-02,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BOTICA MODERNA DE 
HUATABAMPO.",FARMACIA,JUAREZ Y GALEANA.,CENTRO.,85950,HUATABAMPO,SONORA,26-033-09-0001,08-nov.-01,PSICOTRÒPICOS (GRUPO II Y III).
"HOSPITAL INTEGRAL 
HUATABAMPO.",BOTICA,AVE. TECNOLOGICO S/N.,LA CUCHILLA.,85900,HUATABAMPO,SONORA,26-033-10-0003,02-may.-08,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III)."
FARMACIA SAN JOSE.,FARMACIA,AURORA #13.,CENTRO.,84120,IMURIS,SONORA,26-035-09-0001,19-sep.-02,"PSICOTRÒPICOS (GRUPO II Y III), TOXOIDES."
"FARMACIA SANTAFE SUC. CENTRO 
IMURIS.",FARMACIA,LUIS DONALDO COLOSIO #128.,CENTRO.,84120,IMURIS,SONORA,26-035-09-0011,14-may.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BOTICA DEL CENTRO DE SALUD 
IMURIS.",BOTICA,"CARRETERA INTERNACIONAL 
NORTE.",IMURIS.,,IMURIS,SONORA,26-035-10-0001,24-jul.-02,PSICOTRÒPICOS (GRUPO II Y III).
FARMACIA SAN JORGE VII.,FARMACIA,"CARRET. INTERNACIONAL S/N 
FRENTE A PLAZA MONUMENTAL.",PUEBLO NUEVO.,84120,IMURIS,SONORA,26-035-09-0008,03-feb.-10,PSICOTRÒPICOS (GRUPO II Y III).
FARMACIA SANTAFE SUC. IMURIS.,FARMACIA,"CARRETERA INTERNACIONAL KM. 4, 
INTERIOR TIENDA.",CENTRO.,84120,IMURIS,SONORA,26-035-09-0012,03-feb.-15,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA DEL CARMEN.,FARMACIA,NIÑOS HEROES NORTE NO. 505.,MIRASOL.,84160,MAGDALENA,SONORA,26-036-09-0007,14-abr.-04,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
FARMACIA SANTA FE.,FARMACIA,"NIÑOS HEROES #708 E/GUADALUPE 
OSORIO Y PESQUEIRA.",SAN MARTIN.,84160,MAGDALENA,SONORA,26-036-09-0016,27-nov.-10,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
BOTICA ISSSTESON MAGDALENA.,BOTICA,"JUAREZ #102 E/
WOOLFOLK Y MORELOS.",CENTRO.,84160,MAGDALENA,SONORA,26-036-10-0001,13-dic.-01,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL."
FARMACIA SAGRADO CORAZON.,FARMACIA,"DR. ERNESTO RIVERA MAGALLON 
SN.",CENTRO.,84160,MAGDALENA,SONORA,26-036-09-0003,28-ago.-02,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES."
"FARMACIA SANTAFE SUC. 
MAGDALENA.",FARMACIA,"NIÑOS HEROES S/N E/JESUS GARCIA 
Y JESUS ARELLANO.",EL MIRASOL.,84160,MAGDALENA,SONORA,26-036-09-0019,19-abr.-12,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"BOTICA DEL CENTRO MEDICO DE 
ESPECIALIDADES 
DR. ERNESTO RIVERA MAGALLON.",BOTICA,"DR. ERNESTO RIVERA MAGALLON 
S/N.",CENTRO.,84160,MAGDALENA,SONORA,26-036-10-0003,03-feb.-03,"ESTUPEFACIENTES (GRUPO I), PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, 
SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO 
POSTAL",MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), (PSICOTRÓPICOS  II, 
III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, 
HEMODERIVADOS)"
"FARMACIAS BENAVIDES SUC. 
OSORIO WARD.",FARMACIA,"AVE. NIÑOS HEROES S/N E/IGNACIO 
L. PESQUEIRA Y FRANCISCO E. KINO.",SAN MARTIN.,84160,MAGDALENA,SONORA,26-036-09-0021,26-jun.-14,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIAS BENAVIDES SUC. 
MAGDDALENA.",FARMACIA,"FARMACIAS BENAVIDES SUC. 
MAGDALENA.",CENTRO.,84160,MAGDALENA,SONORA,26-036-09-0010,26-oct.-07,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"FARMACIA MI BODEGA 
MAGDALENA DE KINO.",FARMACIA,"DR. ERNESTO RIVERA MAGALLON 
S/N E/NIÑOS HEROES Y OBREGON.",CENTRO.,84160,MAGDALENA,SONORA,26-036-09-0011,29-ago.-08,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
HEMODERIVADOS."
"FARMACIA SANTAFE SUC. CENTRO 
MAGDALENA.",FARMACIA,ALVARO OBREGON #500 Y DR. LANZ.,CENTRO.,84160,MAGDALENA,SONORA,26-036-09-0020,24-abr.-13,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
"UNIDAD DE MEDICINA FAMILIAR NO. 
21.",BOTICA,"CALLE 5 DE MAYO #507 NTE. E/GRAL. 
ANAYA Y PRIVADA RODEO.",MIRASOL.,84160,MAGDALENA,SONORA,26-036-10-0006,12-sep.-15,"PSICOTRÒPICOS (GRUPO II Y III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS."
