ESTABLECIMIENTO,"GIRO (FARMACIA, BOTICA ,DROGUERIA)",CALLE Y NO.,COLONIA,CODIGO POSTAL,MUNICIPIO O DELEGACION,ENTIDAD,No. LICENCIA,FECHA EXPEDICION,"LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS  II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
FARMACIA SIZE,FARMACIA,RIO DE JANEIRO N° 907,PANAMERICANA,31210,CHIHUAHUA,CHIHUAHUA,08019090204,27/10/2010,HEMODERIVADOS
SOBREPESO RIESGOCARDIOMETABOLICO Y DIABETES,FARMACIA,NETZAHUALCOYOTL Y 62 1/2,TIERRA NUEVA,31524,CUAUHTEMOC,CHIHUAHUA,08017090047,28/10/2010,PSICOTRÓPICOS
CENTRO DE SALUD CON SERVICIOS AMPLIADOS,FARMACIA,NETZAHUALCOYOTL S/N,TIERRA NUEVA,31524,CUAUHTEMOC,CHIHUAHUA,08017090048,28/10/2010,PSICOTRÓPICOS
BOTICA DE LA LUZ,FARMACIA,AV. JUAREZ N° 904,CENTRO,31680,GUERRERO,CHIHUAHUA,08031090008,29/10/2010,PSICOTRÓPICOS
"FARMACIA INTRAHOSPITALARIA  SEDENA-DISUR HOSP. REG. 
GENERAL",FARMACIA,MARCELO CARAVEO N° 4200,CUARTELES,31440,CHIHUAHUA,CHIHUAHUA,08019090185,17/11/2010,HEMODERIVADOS
"MODULO DE FARMACIA EN EL INTERIOR DE TIENDA 065 
SUPERISSSTE",FARMACIA,AMERICAS  N° 1457,MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037090286,17/11/2010,PSICOTRÓPICOS
FARMACIA BRASILIA,FARMACIA,20 DE NOVIEMBRE N° 1069,PARTIDO ROMERO,32040,JUÁREZ,CHIHUAHUA,08037090287,17/11/2010,PSICOTRÓPICOS
FARMACIA BODEGA AURRERA TALAMAS CAMANDARI,FARMACIA,"BOULEVARD FUNDADORES N° 
3551",FRACC. URBIVILLA DEL CED,32575,JUÁREZ,CHIHUAHUA,08037090288,30/11/2010,HEMODERIVADOS
"BOTICA INTRAHOSPITALARIA DE LA UNIDAD DE MEDICINA 
FAMILIAR N",FARMACIA,OBREGON S/N,"CENTRO, RODRIGO M. QUEVE",31830,ASCENSIÓN,CHIHUAHUA,08005090009,05/01/2011,PSICOTRÓPICOS
"FARM. INTRAHOSP. SEDENA DISUR ENF. MILITAR SANTA 
GERTRUDIS",FARMACIA,"CONOCIDO CAMPO MILITAR 
N°42-A",SANTA GERTRUDIS,33647,SAUCILLO,CHIHUAHUA,08062090002,10/01/2011,PSICOTRÓPICOS
FARMACIA LYS,FARMACIA,"PERIFERICO DE LA JUVENTUD 
N° 1",RES. UNIVERSIDAD,31125,CHIHUAHUA,CHIHUAHUA,08019090185,12/01/2011,HEMODERIVADOS
"FARMACIA DE SUPERAHORRO HERNANDEZ DE CHIHUAHUA, 
S.A. DE C.V.",FARMACIA,AV. UNIVERSIDAD N° 2709,SAN FELIPE,31203,CHIHUAHUA,CHIHUAHUA,08019090185,03/02/2011,SUEROS DE ORIGEN ANIMAL
FARMACIA WAL MART SUPERCENTER  PARRAL,FARMACIA,AV. TECNOLOGICO N° 31,GUAYIN,33855,HIDALGO DEL PARRAL,CHIHUAHUA,08032090025,22/02/2011,HEMODERIVADOS
"FARMACIA DE SUPERAHORRO HERNANDEZ DE CHIHUAHUA, 
S.A. DE C.V.",FARMACIA,AV. UNIVERSIDAD N° 2709,SAN FELIPE,31203,CHIHUAHUA,CHIHUAHUA,08019090185,02/03/2011,SUEROS DE ORIGEN ANIMAL
FARMACIA HIDALGO CANTERA,FARMACIA,"AV. TOMAS VALLES VIVAR N° 
7515",PREDIO LA CANTERA,31217,CHIHUAHUA,CHIHUAHUA,08019090185,07/03/2011,HEMODERIVADOS
NUEVO HOSPITAL PARRAL,FARMACIA,ROBERTO A. MADRAZO N° 6,CENTRO,33800,HIDALGO DEL PARRAL,CHIHUAHUA,08032090026,10/03/2011,HEMODERIVADOS
FARMACIA ECONOMIK,FARMACIA,"RAFAEL PEREZ SERNA N° 410 
INT",SAN LORENZO,32320,JUÁREZ,CHIHUAHUA,08037090289,14/03/2011,PSICOTRÓPICOS
"FARMACIA SORIANA, SUC. LOPEZ MATEOS",FARMACIA,CARLOS AMAYA N° 2125,PARTIDO IGLESIAS,32683,JUÁREZ,CHIHUAHUA,08037090290,17/03/2011,PSICOTRÓPICOS
BOTICA CENTRAL,FARMACIA,"AV. 6ta  NORTE  N° 325 LOCAL 
3",CENTRO,33000,DELICIAS,CHIHUAHUA,08019090172,13/06/2011,HEMODERIVADOS
YMMARSA PHARMACEUTICA,FARMACIA,"AV. INSTITUTO POLITECNICO 
NACI",QUINTAS DEL SOL,31214,CHIHUAHUA,CHIHUAHUA,08019090172,04/07/2011,HEMODERIVADOS
"YMMARSA PHARMACEUTICA, S.A. DE C.V.",FARMACIA,"AV. FEDOR  DOSTOIEVSKY  N° 
500",ALAMEDAS,31456,CHIHUAHUA,CHIHUAHUA,08019090173,04/07/2011,HEMODERIVADOS
FARMACIA VILLAHERMOSA,FARMACIA,EMILIO CARRANZA N° 1618,CENTRO,31700,NUEVO CASAS GRANDES,CHIHUAHUA,08050090011,05/07/2011,PSICOTRÓPICOS
YMMARSA PHARMACEUTICA,FARMACIA,"AV. 1a NORTE Y AV. SAN 
PEDRO N",CENTRO,33000,DELICIAS,CHIHUAHUA,08021090030,07/07/2011,HEMODERIVADOS
YMMARSA PHARMACEUTICA,FARMACIA,AV. ORTIZ MENA N° 88,CENTRO,33000,HIDALGO DEL PARRAL,CHIHUAHUA,08032090024,07/07/2011,HEMODERIVADOS
YMMARSA PHARMACEUTICA,FARMACIA,CALLE 2a N° 155,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090045,08/07/2011,PSICOTRÓPICOS
FARMACIA PROSALUD,FARMACIA,AV. CUAUHTEMOC N° 2235,COL. CUAUHTEMOC,31020,CHIHUAHUA,CHIHUAHUA,08019090174,19/08/2011,HEMODERIVADOS
FARMACIA ECONOMIK,FARMACIA,"AV. TECNOLOGICO N° 1770 
LOCAL",FUENTES DEL VALLE,32500,JUÁREZ,CHIHUAHUA,08037090269,19/08/2011,PSICOTRÓPICOS
FARMACIA PASEO BOLIVAR,FARMACIA,PASEO BOLIVAR N° 12,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090175,23/08/2011,HEMODERIVADOS
FARMACIA GRISS,FARMACIA,TERCERA  N°707,CENTRO,31940,MADERA,CHIHUAHUA,08040090006,23/08/2011,HEMODERIVADOS
"INST. DE SEGURIDAD Y SERV. SOC. DE LOS TRABAJADORES 
DEL ESTA",BOTICA,YEPOMERA N° 10160,HDA DE LAS TORRES UNIVER,32695,JUÁREZ,CHIHUAHUA,08037100017,25/08/2011,PSICOTRÓPICOS
"ALEJANDRA MONTES GABALDON/FARM DE LOURDES STAR 
MEDICA",FARMACIA,PASEO DE LA VICTORIA 4370,PARTIDO IGLESIAS,32618,JUÁREZ,CHIHUAHUA,08037090270,25/08/2011,TOXOIDES
BOTICA CENTRAL,FARMACIA,"AV. FEDOR DOSTOYEVSKY  N° 
910",ALAMEDAS,31100,CHIHUAHUA,CHIHUAHUA,08019090176,31/08/2011,HEMODERIVADOS
FARMACIA FARMA TEC,FARMACIA,"LIBRE COMERCIO Y 5 DE 
MAYO N°",2 DE OCTUBRE,32881,OJINAGA,CHIHUAHUA,08052090010,19/09/2011,PSICOTRÓPICOS
FARMACIA DEL AHORRO DE CUAUHTEMOC CAMPO 101,FARMACIA,"CARR. CUAUH-BACHINIVA KM 
49-80",VIANA,31610,CUAUHTEMOC,CHIHUAHUA,08017090049,21/09/2011,PSICOTRÓPICOS
"FARMACIA DE SUPERAHORRO  HERNANDEZ DE CHIHUAHUA. 
S.A. DE C.V",FARMACIA,ALDAMA N° 1510,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090177,29/09/2011,SUEROS DE ORIGEN ANIMAL
"FARMACIA DE SUPERAHORRO HERNANDEZ DE CHIHUAHUA, 
S.A. DE C.V.",FARMACIA,21a N° 5,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090178,29/09/2011,SUEROS DE ORIGEN ANIMAL
FARMACIA DEL PUEBLO,FARMACIA,MATAMOROS N° 44,CENTRO,32741,GUADALUPE,CHIHUAHUA,08028090005,06/12/2011,TOXOIDES
FARMACIA DE LA JURISDICCIÓN SANITARIA N° 1,FARMACIA,JUAREZ N° 1900,CENTRO,31000,CHIHUAHUA,CHIHUAHUA,08019090179,07/12/2011,HEMODERIVADOS
FARMACIAS GUADALAJARA,FARMACIA,"GUILLERMO PRIETO LUJAN N° 
509",RINCO DE LOS OLIVOSI II,31183,CHIHUAHUA,CHIHUAHUA,08019090180,07/12/2011,HEMODERIVADOS
FARMACIA GUADALAJARA,FARMACIA,UNIVERSIDAD N° 2301,SAN FELIPE,31203,CHIHUAHUA,CHIHUAHUA,08019090181,07/12/2011,HEMODERIVADOS
FARMACIA GUADALAJARA,FARMACIA,"GUILLERMO PRIETO LUJAN N° 
509",RINCON DE LOS OLIVOS I I,31183,CHIHUAHUA,CHIHUAHUA,08019090182,07/12/2011,HEMODERIVADOS
FARMACIA ERIK #1,FARMACIA,MINA  N° 103,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037090271,08/12/2011,PSICOTRÓPICOS
FARMACIA DE LA CLINICA DE MEDICINA FAMILIAR CAMARGO,FARMACIA,MADRESELVA N°9,JARDINES DE CONCHOS,33710,CAMARGO,CHIHUAHUA,08011090009,08/12/2011,HEMODERIVADOS
FARMACIA PREMIER,FARMACIA,SOYA N° 138,CENTRO,31284,ASCENSIÓN,CHIHUAHUA,08005090009,08/12/2011,PSICOTRÓPICOS
FARMACIA PRO-VIDA,FARMACIA,"KM 14 CARR. JUAREZ N° 
17500",NIÑOS HEROES,31130,CHIHUAHUA,CHIHUAHUA,08019090184,09/12/2011,HEMODERIVADOS
WAL MART SUPERCENTER CORDILLERAS,FARMACIA,AV. HOMERO  N° 4400,NOMBRE DE DIOS,31150,CHIHUAHUA,CHIHUAHUA,08019090183,09/12/2011,HEMODERIVADOS
XOCO FARMACIAS,FARMACIA,20 DE NOVIEMBRE N° 374,"CENTRO, ADOLFO LOPEZ MAT",31690,GUERRERO,CHIHUAHUA,08031090008,14/12/2011,PSICOTRÓPICOS
XOCO FARMACIAS,FARMACIA,FRANCISCO I. MADERO N° 812,CENTRO,31680,GUERRERO,CHIHUAHUA,08031090009,14/12/2011,PSICOTRÓPICOS
FARMACIA SAMS CIUDAD CUAUHTEMOC,FARMACIA,"AV. 16 DE SEPTIEMBRE  N° 
3600",LOS MANZANOS,31600,CUAUHTEMOC,CHIHUAHUA,08017090045,14/12/2011,HEMODERIVADOS
FARMACIA S-MART PUERTO DE PALOS,FARMACIA,PUERTO DE PALOS N° 1701,PORTAL DEL ROBLE,32599,JUÁREZ,CHIHUAHUA,08037090272,11/01/2012,PSICOTRÓPICOS
"FARMACIA  GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV. CORDILLERA ANDINA  N° 
6200",CORDILLERAS,31124,CHIHUAHUA,CHIHUAHUA,08019090185,01/02/2012,PSICOTRÓPICOS
"ABBA-FARMA, S.A. DE C.V.",FARMACIA,"AV. 16 DE SEPTIEMBRE N° 
2401",MARGARITAS,32320,JUÁREZ,CHIHUAHUA,08037090273,01/02/2012,PSICOTRÓPICOS
"FARMACIA UNIDAD MEDICINA FAMILIAR RICARDO FLORES 
MAGON",FARMACIA,20 DE NOVIEMBRE  N° 1011,"CENTRO, RICARDO FLORES M",31880,BUENAVENTURA,CHIHUAHUA,08010090010,01/02/2012,HEMODERIVADOS
"TIENDAS SORIANA,  (FARM. SORIANA EXPRESS, SUC. 
CAMARGO)",FARMACIA,AV. BENITO JUAREZ  N° 1200,LAGUNITA,33739,CAMARGO,CHIHUAHUA,08011090010,07/02/2012,HEMODERIVADOS
FARMACIA DEL AHORRO DE CUAUHTEMOC,FARMACIA,"KM 9 CARRETERA ALVARO 
OBREGON",CAMPO 22,31607,CUAUHTEMOC,CHIHUAHUA,0801709049,01/03/2012,PSICOTRÓPICOS
"TIENDAS SORIANA, S.A. DE C.V.  FARM. SORIANA VALLES 
VIVAR",FARMACIA,AV. DE LA JUVENTUD  N° 5909,LA CANTERA,31000,CHIHUAHUA,CHIHUAHUA,08019090186,01/03/2012,HEMODERIVADOS
"MINNE, S.A. DE C.V.    (FARMAHORRO)",FARMACIA,"AV. EJERCITO NACIONAL N° 
2926",PARTIDO IGLESIAS,32500,JUÁREZ,CHIHUAHUA,08037090274,01/03/2012,PSICOTRÓPICOS
FARMACIA ALIANZA,FARMACIA,"SOR JUANA INES DE LA CRUZ  
N°",ABRAHAM GONZALEZ,33098,JIMÉNEZ,CHIHUAHUA,08036090013,22/03/2012,SUEROS DE ORIGEN ANIMAL
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"ANDRES FACUNDO CARBONEL 
N° 59",PANAMERICANA,31200,CHIHUAHUA,CHIHUAHUA,08019090187,22/03/2012,HEMODERIVADOS
FARMACIA BODEGA AURRERA PANAMERICANA,FARMACIA,AV. DESARROLLO  N° 1801,PARQUE INDUSTRIAL IMPULS,31183,CHIHUAHUA,CHIHUAHUA,08019090188,26/03/2012,HEMODERIVADOS
FARMACIA SAMS HIDALGO DEL PARRAL,FARMACIA,AV. TECNOLOGICO  N° 31,GUAYIN,33855,HIDALGO DEL PARRAL,CHIHUAHUA,08032090025,10/04/2012,TOXOIDES
FARMACIA ALIANZA,FARMACIA,"AV. INDEPENDENCIA N° 136 
LOCAL",CENTRO,33800,HIDALGO DEL PARRAL,CHIHUAHUA,08032090026,04/05/2012,HEMODERIVADOS
FARMACIA DEL AHORRO DE CUAUHTEMOC SUCURSAL KM 28,FARMACIA,"KM. 28.5 CARRETERA CUAUH - 
ALV",MANITOBA,31610,CUAUHTEMOC,CHIHUAHUA,0801709050,14/05/2012,PSICOTRÓPICOS
FARMACIA ICHISAL JUAREZ,FARMACIA,"PASEO TRIUNFO DE LA 
REPUBLICA",MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037090275,14/05/2012,HEMODERIVADOS
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AGUSTIN MELGAR N° 75,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090051,14/05/2012,HEMODERIVADOS
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,MORELOS N° 2515,SAN ANTONIO,31530,CUAUHTEMOC,CHIHUAHUA,08017090052,15/05/2012,HEMODERIVADOS
FARMACIA S-MART ANAPRA,FARMACIA,"AV. RANCHO ANAPRA N° 
10715",PUERTO ANAPRA,32107,JUÁREZ,CHIHUAHUA,08037090276,15/05/2012,PSICOTRÓPICOS
"FARMACIA DEL CENTRO DE SALUD ""B"" BELLAVISTA",BOTICA,AV. VICENTE GUERRERO  S/N,CENTRO,32000,JUÁREZ,CHIHUAHUA,08037100018,16/05/2012,SUEROS DE ORIGEN ANIMAL
FARMACIA LATINA OBRERA,FARMACIA,"BLVD. MANUEL GOMEZ 
MORIN N° 15",FIDEL AVILA,32560,JUÁREZ,CHIHUAHUA,08037090277,16/05/2012,PSICOTRÓPICOS
FARMACIA ZARAGOZA,FARMACIA,"CARRETERA JUAREZ 
PORVENIR  N°",ZARAGOZA,32560,JUÁREZ,CHIHUAHUA,08037090278,16/05/2012,PSICOTRÓPICOS
FARMACIA SATELITE,FARMACIA,"BLVD. MANUEL GOMEZ 
MORIN  N° 1",SATELITE,32540,JUÁREZ,CHIHUAHUA,08037090279,17/05/2012,PSICOTRÓPICOS
FARMACIA MERCADO SORIANA CASAS GRANDES,FARMACIA,TECNOLOGICO N° 903,CENTRO,31700,NUEVO CASAS GRANDES,CHIHUAHUA,08050090012,17/05/2012,HEMODERIVADOS
"BOTICA INTRAHOSP. HOSP. COMUNITARIO NUEVO CASAS 
GRANDES",BOTICA,MANUEL OJINAGA N° 3207,VILLAHERMOSA,31770,NUEVO CASAS GRANDES,CHIHUAHUA,08050100004,17/05/2012,ESTUPEFACIENTES
FARMACIAS ECONOMIK SUC. IMPE,FARMACIA,RIO SENA  N° 1100,ALFREDO CHAVEZ,31414,CHIHUAHUA,CHIHUAHUA,08019090189,18/05/2012,HEMODERIVADOS
FARMACIA ICHISAL JUÁREZ,BOTICA,"PASEO TRIUNFO DE LA 
REPUBLICA",MARGARITAS,32300,JUÁREZ,CHIHUAHUA,08037100019,31/05/2012,HEMODERIVADOS
FARMACIA UNIDAD AUXILIAR DE SALUD CAJURICHI,BOTICA,DOMICILIO CONOCIDO,"CENTRO, CAJURICHI",33330,OCAMPO,CHIHUAHUA,08051100001,20/06/2012,HEMODERIVADOS
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV. BAHIA DE SAN QUINTIN  
N° 5",CAMPOBELLO,31124,CHIHUAHUA,CHIHUAHUA,08019090190,20/06/2012,HEMODERIVADOS
FARMACIA MERCADO SORIANA SUC. DELICIAS PONIENTE,FARMACIA,3ra PONIENTE N° 1501,CENTRO,33000,DELICIAS,CHIHUAHUA,08021090031,20/06/2012,HEMODERIVADOS
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV 17a  N° 485,SAN ANTONIO,31530,CUAUHTEMOC,CHIHUAHUA,08017090050,09/07/2012,HEMODERIVADOS
BOTICA DEL HOSPITAL GENERAL PARRAL,BOTICA,"NIÑOS HEROES KM 3+ 603 INT 
KM",ALMANCEÑA,33825,HIDALGO DEL PARRAL,CHIHUAHUA,08032100003,09/07/2012,HEMODERIVADOS
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. LEON TOLSTOY  N° 180,COMPLEJO INDUSTRIAL,31109,CHIHUAHUA,CHIHUAHUA,08019090191,09/07/2012,HEMODERIVADOS
"BOTICA DE LA UNIDAD DE MEDICINA FAMILIAR ISSSTE  
JIMENEZ",BOTICA,"SOR JUANA INES DE LA CRUZ  
N°",PALOMERES,33980,JIMÉNEZ,CHIHUAHUA,08036100003,09/07/2012,HEMODERIVADOS
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV. FRANCISCO  VILLA N° 
7102",PANAMERICANA,31200,CHIHUAHUA,CHIHUAHUA,08019090192,10/07/2012,HEMODERIVADOS
FARMACIA BODEGA AURRERA CHAVEÑAS,FARMACIA,"PERIMETRAL CARLOS AMAYA  
N° 43",INDUSTRIAL,32270,JUÁREZ,CHIHUAHUA,08037090280,09/08/2012,HEMODERIVADOS
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"CIRCUITO UNIVERSITARIO N° 
1550",CAFETALES,31125,CHIHUAHUA,CHIHUAHUA,08019090193,09/08/2012,HEMODERIVADOS
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"BLVD. ANTONIO ORTIZ MENA  
N° 3",PARQUES DE SAN FELIPE,31500,CHIHUAHUA,CHIHUAHUA,08019090194,09/08/2012,HEMODERIVADOS
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. DE LA JUVENTUD N° 8101,JARDINES DEL SAUCITO,31123,CHIHUAHUA,CHIHUAHUA,08019090195,09/08/2012,HEMODERIVADOS
HOSPITAL CERESO ESTATAL N° 1,BOTICA,"PROLONGACIÓN PERIF. 
LOMBARDO T",AQUILES SERDAN,31650,CHIHUAHUA,CHIHUAHUA,08019100010,15/08/2012,HEMODERIVADOS
CE.FE.RE.SO. N°9 NORTE,BOTICA,"CARRETERA PANAMERICANA 
KM. 338",NT,32000,JUÁREZ,CHIHUAHUA,08037100020,15/08/2012,PSICOTRÓPICOS
FARMACIA DE DIOS,FARMACIA,GRECIA  N° 398,SAN ANTONIO,32250,JUÁREZ,CHIHUAHUA,08037090281,22/08/2012,PSICOTRÓPICOS
FARMACIA LA VICTORIA,FARMACIA,"AV. MANUEL J. CLOUTHIER N° 
773",INFONAVIT AEROPUERTO,32661,JUÁREZ,CHIHUAHUA,08037090282,22/08/2012,TOXOIDES
"FARMACIAS ECONOMIK, SUC. AMERICAS",FARMACIA,AV. AMERICAS  N° 111,GRANJAS,31100,CHIHUAHUA,CHIHUAHUA,08019090196,22/08/2012,HEMODERIVADOS
FARMACIA DEL CAMPO,FARMACIA,KILOMETRO 40  N° 411,OJO DE YEGUA,31642,RIVA PALACIO,CHIHUAHUA,08054090002,22/08/2012,HEMODERIVADOS
DIESMM,FARMACIA,"P. DE LOS COMPOSITORES N° 
1021",MISIONES DEL REAL,32575,JUÁREZ,CHIHUAHUA,08037090283,20/09/2012,HEMODERIVADOS
FARMACIA S-MART LEONARDO SOLIS,FARMACIA,"LEONARDO SOLIS  BARRAZA  
N° 10",LOTE BRAVO II,32576,JUÁREZ,CHIHUAHUA,08037090284,20/09/2012,PSICOTRÓPICOS
FARMACIA MERCADO SORIANA JUAN PABLO II,FARMACIA,"PERIF. VICENTE LOMBARDO 
TOLEDA",AEROPUERTO,31380,CHIHUAHUA,CHIHUAHUA,08019090197,05/10/2012,HEMODERIVADOS
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,FRANCISCO VILLA  N° 8504,JARDINES DE SAN FRANCISC,31115,CHIHUAHUA,CHIHUAHUA,08019090198,05/10/2012,HEMODERIVADOS
"CLINICA DE LA MUJER DE CHIHUAHUA, S.A. DE C.V.",FARMACIA,AV. RIO DE JANEIRO N° 915,PANAMERICANA,31200,CHIHUAHUA,CHIHUAHUA,08019090199,05/10/2012,HEMODERIVADOS
"FUTUFARMA, S.A. DE C.V.  CANTABRIA",FARMACIA,AV. LA CANTERA N° 9137,LAS MISIONES IV,31115,CHIHUAHUA,CHIHUAHUA,08019090200,07/02/2013,HEMODERIVADOS
DIS-FAR-H,FARMACIA,VALENTIN FUENTES N° 2021,MISIONES EL PORTAL,31609,JUÁREZ,CHIHUAHUA,08037090285,05/03/2013,HEMODERIVADOS
HOSPITAL COMUNITARIO OJINAGA,FARMACIA,"SEXTA Y AV. CUAUHTEMOC N° 
1500",2 DE OCTUBRE,33881,OJINAGA,CHIHUAHUA,08052090011,05/03/2013,PSICOTRÓPICOS
ZUFARMACIA,FARMACIA,"AV.TOMAS ALBA EDISON N° 
1294",HIDALGO,32300,JUÁREZ,CHIHUAHUA,08037090286,26/03/2013,PSICOTRÓPICOS
FARMACIA S-MART VALLE DEL SOL,FARMACIA,AV. VALLE DEL SOL  N° 11201,VALLE DEL SOL,32576,JUÁREZ,CHIHUAHUA,08037090287,27/03/2013,PSICOTRÓPICOS
"COSTCO DE MEXICO, S.A. DE C.V.",FARMACIA,"AV. DE LA JUVENTUD (LUIS 
DONAL",LAS MISIONES I,31115,CHIHUAHUA,CHIHUAHUA,08019090201,03/04/2013,HEMODERIVADOS
FARMACIA MI BODEGA AURRERA BOSQUES DE ALDAMA,FARMACIA,CAMILO TORRES  N° 2702,BOSQUES DE SAN JERONIMO,32918,ALDAMA,CHIHUAHUA,08002090003,09/04/2013,HEMODERIVADOS
FARMACIA CHRISTUS MUGUERZA JUVENTUD,FARMACIA,VALLE ESCONDIDO N° 3201,DESARROLLO SAUCITO,31125,CHIHUAHUA,CHIHUAHUA,08019090202,15/04/2013,HEMODERIVADOS
FARMACIA CISAME,FARMACIA,TEZOZOMOC S/N,AGUILAS DE ZARAGOZA,32599,JUÁREZ,CHIHUAHUA,08037090288,25/04/2013,HEMODERIVADOS
"FARMACIA ECONOMIK, S.A. DE C.V. SUC. PLAZA CRISTAL",FARMACIA,"PERIFERICO DE LA JUVENTUD 
N° 5",COLINAS DEL SOL,31114,CHIHUAHUA,CHIHUAHUA,08019090203,20/05/2013,HEMODERIVADOS
FARMACIA DE LA  JURISDICCION SANITARIA N° 2,FARMACIA,"PASEO TRIUNFO DE LA 
REPUBLICA",PARTIDO ROMERO,32330,JUÁREZ,CHIHUAHUA,08037090289,20/05/2013,HEMODERIVADOS
"FARM. DEL HOSP. INFANTIL DE ESPECIALIDADES DE CD. 
JUAREZ",FARMACIA,"VICENTE GUERRERO Y 
PROLONGACIO",LOS PARQUES,32440,JUÁREZ,CHIHUAHUA,08037090290,20/05/2013,HEMODERIVADOS
FARMACIA DEL CENTRO DE SALUD C,BOTICA,MEXCALA Y TLAPA S/ N,GALEANA,32260,JUÁREZ,CHIHUAHUA,08037100021,20/05/2013,HEMODERIVADOS
FARMACIA CAS VILLA AHUMADA,BOTICA,"BENITO JUAREZ N° 1505 Y 
JOAQUI",CENTRO,31000,AHUMADA,CHIHUAHUA,08001100002,20/05/2013,HEMODERIVADOS
ENFERMERIA MILITAR SANTA GERTRUDIS CHIHUAHUA,BOTICA,"CONOCIDO CAMPO MILITAR 
N° 42-A",SAUCILLO,33647,SAUCILLO,CHIHUAHUA,08062100002,20/05/2013,HEMODERIVADOS
"FARMACIA ECONOMIK, S.A. DE C.V. SUC. CUAUHTEMOC",FARMACIA,ALLENDE N° 1345,CENTRO,31500,CUAUHTEMOC,CHIHUAHUA,08017090051,30/05/2013,HEMODERIVADOS
FARMACIA SAMS DELICIAS,FARMACIA,"AV. FERROCARRIL ORIENTE N° 
105",TERREZAS,33106,DELICIAS,CHIHUAHUA,08021090032,30/05/2013,HEMODERIVADOS
BOTICA INTRAHOSP DEL HOSP. INFANTIL DE ESPEC. DE CHIH,BOTICA,"PROLONGACION AV. CARLOS  
PACHE",ZONA INDUSTRIAL ROBINSON,31074,CHIHUAHUA,CHIHUAHUA,08019100011,24/06/2013,PSICOTRÓPICOS
DIS-FAR-H,FARMACIA,VALENTIN FUENTES N° 2021,MISIONES DEL PORTAL,32609,JUÁREZ,CHIHUAHUA,08037090285,24/06/2013,HEMODERIVADOS
"BOTICA DEL HOSP. MILITAR REG. DE CHIHIHUAHUA,CHIH",BOTICA,"AV. MARCELO CARAVEO Y J 
MORON",CUARTELES,31440,CHIHUAHUA,CHIHUAHUA,08019100012,25/06/2013,HEMODERIVADOS
FARMACIA CENTRO AVANZADO DE SALUD NAMIQUIPA,BOTICA,AV. SAN PEDRO  N° 107,CENTRO,31960,NAMIQUIPA,CHIHUAHUA,08048100002,25/06/2013,ANTITOXINAS DE ORIGEN ANIMAL
FARMACIA PRO SALUD SUC TOLSA,FARMACIA,"PERIFERICO DE LA JUVENTUD 
N° 3",HACIENDAS DEL VALLE,31238,CHIHUAHUA,CHIHUAHUA,08019090205,11/07/2013,HEMODERIVADOS
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,"AV. CARLOS PACHECO 
VILLALOBOS",OBRERA,31000,CHIHUAHUA,CHIHUAHUA,08019090206,18/07/2013,HEMODERIVADOS
FARMACIAS ECONOMIK (SUC. RINCONES DEL VALLE),FARMACIA,"TOMAS VALLES VIVAR  N° 
6701",CIMA COMERCIAL,31216,CHIHUAHUA,CHIHUAHUA,08019090207,23/08/2013,HEMODERIVADOS
"FARMACIA GUADALAJARA, S.A. DE C.V.",FARMACIA,AV. INDEPENDENCIA  N° 805,MODERNA,33980,JIMÉNEZ,CHIHUAHUA,08036090014,23/08/2013,HEMODERIVADOS
FARMACIA MI BODEGA AURRERA MADERA,FARMACIA,"CARRETERA A CHIHUAHUA N° 
405",AMERICANO,31940,MADERA,CHIHUAHUA,08040090007,30/08/2013,HEMODERIVADOS
FARMACIA S-MART TALAMAS CAMANDARI,FARMACIA,"AV. MANUEL TALAMAS 
CAMANDARI N",RECERVA DE SAN ISIDRO,32575,JUÁREZ,CHIHUAHUA,08037090291,30/08/2013,PSICOTRÓPICOS
