ESTABLECIMIENTO,"GIRO 
(FARMACIA 
BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO     
POSTAL",MUNICIPIO,ENTIDAD,NO. LICENCIA,"FECHA 
EXPEDICION","LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
FARMACIA WAL MART  SUPER CENTER EL PASITO,FARMACIA,CARR. A MONTERREY KM. 102 BLVD. HIDALGO S/N,COL. MODERNA,88710,REYNOSA,TAMAULIPAS,28032090245,31/05/12,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA ABARROTES MAR_LIN,FARMACIA,NAYARIT NO. 5702 ENTRE CAUDILLO Y TORREON,COL. LAS TORRES,88650,NUEVO LAREDO,TAMAULIPAS,28027090188,14/09/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. NUEVO LEON,FARMACIA,GUERRERO # 2750 L-1,JUAREZ,88000,NUEVO LAREDO,TAMAULIPAS,28027090117,12/04/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. EVA SAMANO,FARMACIA,EVA SAMANO # 828,BUENA VISTA,88600,NUEVO LAREDO,TAMAULIPAS,28027090122,02/06/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIASBENAVIDESSUC.HIDALGONUEVO
LAREDO",FARMACIA,CALLE GONZALEZ NO. 4617 ESQ.,COL. HIDALGO,88160,NUEVO LAREDO,TAMAULIPAS,28027090227,31/05/16,PSICOTROPICOS
FARMACIA BENAVIDES SUC. LOPEZ DE LARA,FARMACIA,C.L. LARA NO. 1929 ENTRE PERU Y GUATEMALA,COL. JUAREZ,88209,NUEVO LAREDO,TAMAULIPAS,28027090151,22/01/09,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. PUENTE,FARMACIA,GUERRERO NO. 117 NTE.,ZONA CENTRO,88700,NUEVO LAREDO,TAMAULIPAS,28027090123,11/01/05,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. MATRIZ,FARMACIA,GUERRERO # 702,CENTRO,88700,NUEVO LAREDO,TAMAULIPAS,28027090124,05/06/07,ESTUPEFACIENTES Y PSICOTROPICOS
"FARMACIASBENAVIDESSUC.REFORMANUEVO
LAREDO",FARMACIA,"REFORMA NO. 4310-1, ESQ. SALTILLO,",COL. MEXICO,88280,NUEVO LAREDO,TAMAULIPAS,28027090226,31/05/16,PSICOTROPICOS
FARMACIAS BENAVIDES SUC. GONZALEZ,FARMACIA,GONZALEZ # 4829,HIDALGO,88650,NUEVO LAREDO,TAMAULIPAS,28027090125,05/06/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. VIVEROS,FARMACIA,VENUSTIANO CARRANZA #1229,VIVEROS,88070,NUEVO LAREDO,TAMAULIPAS,28027090126,05/06/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. CAMPECHE,FARMACIA,OBREGON # 3224-A,JARDIN,88260,NUEVO LAREDO,TAMAULIPAS,28027090128,05/06/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. SAN ANTONIO,FARMACIA,MADERO CON 20 DE NOVIEMBRE,VICTORIA,88030,NUEVO LAREDO,TAMAULIPAS,28027090129,02/06/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. H. CEM. LAREDO,FARMACIA,OBREGON # 3256,JARDIN,88260,NUEVO LAREDO,TAMAULIPAS,28027090130,05/06/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS BENAVIDES SUC. MACLOVIO H.,FARMACIA,HIDALGO # 3001,CENTRO,88700,NUEVO LAREDO,TAMAULIPAS,28027090131,05/06/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA BENAVIDES SUC. PROL. MONTERREY,FARMACIA,PROL. LAGO DE CHAPALA N. 5620,LOS ENCINOS,88290,NUEVO LAREDO,TAMAULIPAS,28027090177,20/10/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA BERMUDEZ,FARMACIA,"PRIV. B1 NO. 22,",COL. INFONAVIT,88759,NUEVO LAREDO,TAMAULIPAS,28027090196,14/11/12,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUCURSAL  MATRIZ,FARMACIA,SANTOS DEGOLLADO NO. 1302,ZONA CENTRO,88000,NUEVO LAREDO,TAMAULIPAS,28027090239,08/11/17,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC. N. 2,FARMACIA,GUERRERO #704,CENTRO,88000,NUEVO LAREDO,TAMAULIPAS,28027090217,20/11/15,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC. N. 3,FARMACIA,JOAQUIN ARGUELLES # 10,INFONAVIT,88759,NUEVO LAREDO,TAMAULIPAS,28027090208,18/06/15,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC. NO. 4,FARMACIA,VENUSTIANO CARRANZA NO. 1127,COL. MIER Y TERAN,88240,NUEVO LAREDO,TAMAULIPAS,28027090192,24/10/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC. N. 5,FARMACIA,OBREGON # 3225 ENTRE OAXACA Y CAMPECHE,JARDIN,88260,NUEVO LAREDO,TAMAULIPAS,28027090185,18/07/11,"ESTUPEFACIENTES Y PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS, ANTITOXINAS HEMODERIVADOS"
FARMACIA CALDERON SUC. N. 6,FARMACIA,MACLOVIO HERRERA # 2404 E/LERDO DE TEJADA,OJO CALIENTE,88040,NUEVO LAREDO,TAMAULIPAS,28027090167,20/05/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC. NO. 7,FARMACIA,GUERRERO NO. 106 ENTRE 15 DE JUNIO Y BRAVO,ZONA CENTRO,88700,NUEVO LAREDO,TAMAULIPAS,28027090193,28/11/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIACONMINISUPERCALDERONSUCURSALN.
8",FARMACIA,REVOLUCION NO. 7915,BUENAVISTA,88120,NUEVO LAREDO,TAMAULIPAS,28027090241,12/12/17,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC. NO.9,FARMACIA,AVE. V. GUERRERO NO. 2004 ENTRE PERU Y VENEZUELA,COL. JUAREZ,88209,NUEVO LAREDO,TAMAULIPAS,28027090210,18/06/15,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC. NO. 10,FARMACIA,AVE. CESAR LOPEZ DE LARA # 2636,SAN RAFAEL,88200,NUEVO LAREDO,TAMAULIPAS,28027090003,23/11/15,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC. N. 11,FARMACIA,15 DE JUNIO # 2807,CENTRO,88000,NUEVO LAREDO,TAMAULIPAS,28027090224,21/04/16,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC. N. 12,FARMACIA,GUERRERO # 401,CENTRO,8800,NUEVO LAREDO,TAMAULIPAS,28027090218,23/11/15,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC. N. 13,FARMACIA,GUERRERO # 3002,MORELOS,88209,NUEVO LAREDO,TAMAULIPAS,28027090207,18/06/15,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC. N. 14,FARMACIA,PROLONGACION REFORMA # 5902,CONCORDIA,88275,NUEVO LAREDO,TAMAULIPAS,28027090035,A-08-04-03,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC N. 15,FARMACIA,ANAHUAC # 7448,VOLUNTAD Y TRABAJO 3,88177,NUEVO LAREDO,TAMAULIPAS,28027090240,24/11/17,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC. N. 16,FARMACIA,GONZALEZ # 5451,HIDALGO,88650,NUEVO LAREDO,TAMAULIPAS,28027090096,02/06/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC. N. 17,FARMACIA,AVE. 20 DE NOVIEMBRE # 1306,ZARAGOZA,88000,NUEVO LAREDO,TAMAULIPAS,28027090205,18/06/15,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC. N. 18,FARMACIA,AV. MARCELINO JUAREZ # 43,JUAREZ,88790,NUEVO LAREDO,TAMAULIPAS,28027090225,21/04/16,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS CALDERON SUC. N. 19,FARMACIA,BLVD. COLINAS DEL SUR # 124-H,MOD. IND. AMERICA,8800,NUEVO LAREDO,TAMAULIPAS,28027090209,18/06/15,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC. N. 20,FARMACIA,PROL. LAGO DE CHAPALA # 5703,LOS ENCINOS,88290,NUEVO LAREDO,TAMAULIPAS,28027090214,18/11/15,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC. N. 21,FARMACIA,AVE. CLIO # 249-S,RESERVAS TERRITORIALES,88177,NUEVO LAREDO,TAMAULIPAS,28027090206,18/06/15,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CALDERON SUC N. 22,FARMACIA,BLVD. SAN MIGUEL # 406-6 E/VICENTE Y SAN JULI,VILLLAS DE SAN MIGUE,88259,NUEVO LAREDO,TAMAULIPAS,28027090169,21/05/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CON MINISUPER BONAVIDA,FARMACIA,"CALLEDR.MIERNO.5317ENTREJOSEFAORTIZDEDOMINGUEZY
COLIMA",COL. ROMA,88150,NUEVO LAREDO,TAMAULIPAS,28027090213,23/09/15,PSICOTROPICOS
FARMACIA CON MINISUPER CALDERON SUC. 23,FARMACIA,CALLE JOSEFINA ORTIZ DE DOMINGUEZ NO. 2638,COL. MIRADOR,88190,NUEVO LAREDO,TAMAULIPAS,28027090229,13/07/16,PSICOTROPICOS
FARMACIA CON MINISUPER CALDERON SUC. 24,FARMACIA,AV. SIERRA MADER SUR  ENTRE CERRO DE LAS CAMPANAS,COL. COLINAS DEL SUR ORIENTE,88296,NUEVO LAREDO,TAMAULIPAS,28027090230,05/09/16,PSICOTROPICOS
"FARMACIACALDERONCONMINISUPERSUCURSAL
25",FARMACIA,"CIUDADDELCARMENN°6102ENTRECALLELUCIOBLANCOY
CALLE BOULEVARD LAS TORRES",LAS TORRES,88184,NUEVO LAREDO,TAMAULIPAS,28027090249,09/04/19,PSICOTROPICOS
FARMACIA CON MINISUPER  GI SUC. TECNOLOGICO,FARMACIA,AVE. TECNOLOGICO 5906 ENTRE VISTA JARDIN Y VISTA MONTAÑA,COL. LAS ALAMEDAS,88275,NUEVO LAREDO,TAMAULIPAS,28027090234,07/02/17,PSICOTROPICOS
FARMACIA CENTRO,FARMACIA,AVE. GUERRERO NO. 2517 ENTRE V. CARRANZA Y 5 DE FEBRERO,COL. GUERRERO,88240,NUEVO LAREDO,TAMAULIPAS,28027090201,10/10/13,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
CENTRO DE SALUD U-02 COL. EL MIRADOR,FARMACIA,CALLE 5 DE FEBRERO ESQUINA MONTERREY,COL. MIRADOR,88190,NUEVO LAREDO,TAMAULIPAS,28027090244,04/05/18,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"CENTRODESALUDU-04COL.PARQUEINDUSTRIAL
SST",FARMACIA,BLVD. MANUEL AVILA CAMACHO NO. 2630,PARQUE INDUSTRIAL O.L. LONGORIA,88170,NUEVO LAREDO,TAMAULIPAS,28027090237,21/06/17,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
CENTRO DE SALUD U-02 RESERVAS TERRITORIALES,FARMACIA,BOULEVARD REA NO. 1001,COLONIA RESERVAS TERRITORIALES,88177,NUEVO LAREDO,TAMAULIPAS,28027090242,05/04/18,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"CENTRO ONCOLOGICO NUEVO LAREDO DR.
RODOLFO TORRE CANTU",FARMACIA,PRIVADA DR. NORBERTO TREVIÑO ZAPATA NO. 6969,FRACCIONAMIENTO LA FE,88187,NUEVO LAREDO,TAMAULIPAS,28027090238,05/04/18,"ESTUPEFACIENTES, PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS, ANTITOXINAS HEMODERIVADOS"
FARMACIA CITY CLUB,FARMACIA,15 DE SEPTIEMBRE # 3001,CAMPESTRE,88278,NUEVO LAREDO,TAMAULIPAS,28027090082,19/04/05,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"FARMACIACLINICAINT.D/TRATAMIENTO.C/LAS
ADICCI",FARMACIA,AVE. OCAMPO # 2049,GUERRERO,88240,NUEVO LAREDO,TAMAULIPAS,28027090019,12/09/02,ESTUPEFACIENTES Y PSICOTROPICOS
FARMACIA CRISTO REY SUC. 1,FARMACIA,"REYNOSANO.1513EMTREMACLOVIOHERREAYHEROESDE
NACATAZ",COL. OJO CALIENTE,88284,NUEVO LAREDO,TAMAULIPAS,28027090202,12/12/13,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA C/MINISUPER JOPAROX,FARMACIA,CALLE OCAMPO NO. 3007,COL. GUERRERO,88240,NUEVO LAREDO,TAMAULIPAS,28027090231,25/01/17,PSICOTROPICOS
FARMACIA CON MINISUPER  GI SUC. TECNOLOGICO,FARMACIA,AVE. TECNOLOGICO 5906 ENTRE VISTA JARDIN Y VISTA MONTAÑA,COL. LAS ALAMEDAS,88275,NUEVO LAREDO,TAMAULIPAS,28027090234,07/02/17,PSICOTROPICOS
FARMACIA CHEDRAUI,FARMACIA,AVE. AQUILES SERDAN # 1725,FERROCARRIL,88280,NUEVO LAREDO,TAMAULIPAS,28027090156,24/06/09,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA CHEDRAUI S.A DE C.V. SUC. 110,FARMACIA,PERU N. 6301,HIPODROMO,88170,NUEVO LAREDO,TAMAULIPAS,28027090171,10/09/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA EL FENIX SUC. N. 2,FARMACIA,GUERRERO # 112,CENTRO,88700,NUEVO LAREDO,TAMAULIPAS,28027090084,19/04/05,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA EL PUENTE,FARMACIA,15 DE JUNIO #  2849,CENTRO,88700,NUEVO LAREDO,TAMAULIPAS,28027090039,03/06/03,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIAS GI DE NUEVO LAREDO SUC. CENTRO,FARMACIA,"HEROEDENACATAZNO.3419LOCALBENTREOBREGONY
ALLENDE",OJO CALIENTE,88000,NUEVO LAREDO,TAMAULIPAS,28027090233,07/02/17,PSICOTROPICOS
FARMACIA GUADALAJARA SUC. AQUILES SERDAN,FARMACIA,AQUILES SERDAN # 3150,COL. GUERRERO,88240,NUEVO LAREDO,TAMAULIPAS,28027090138,26/11/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA SUC. AV. LAS TORRES,FARMACIA,AV. LAS TORRES NO. 117 ENTRE CARRETERA ANAHUAC Y S/R,FRACC. VILLAS DE SAN MIGUEL,88285,NUEVO LAREDO,TAMAULIPAS,28027090183,30/03/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA SUC. BUENA VISTA,FARMACIA,REVOLUCION # 7545 E/BERLIN Y LONDRES,BUENAVISTA,88600,NUEVO LAREDO,TAMAULIPAS,28027090157,09/10/09,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA SUC. CAMPESTRE,FARMACIA,REYNOSA # 4102 E/MEXICALI Y QUERETARO,CAMPESTRE,88278,NUEVO LAREDO,TAMAULIPAS,28027090146,02/06/08,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA SUC. DEGOLLADO,FARMACIA,SANTOS DEGOLLADO N. 2401,GUERRERO,88240,NUEVO LAREDO,TAMAULIPAS,28027090174,18/10/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA SUC. GUERRERO,FARMACIA,AVE. GUERRERO # 1650,CENTRO,88700,NUEVO LAREDO,TAMAULIPAS,28027090139,28/11/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA SUC. HEROE DE NACATAZ,FARMACIA,ALVARO OBREGON # 1415 E/OBREGON Y HEROES DE NACATAZ,CENTRO,88209,NUEVO LAREDO,TAMAULIPAS,28027090170,30/06/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA SUC. HIDALGO,FARMACIA,GENERAL GONZALEZ # 4901 E/CORONA G. FARIAS,HIDALGO,88650,NUEVO LAREDO,TAMAULIPAS,28027090178,29/11/10,PSICOTROPICOS
ESTABLECIMIENTO,"GIRO 
(FARMACIA 
BOTICA, 
DROGUERIA)",CALLE Y NO.,COLONIA,"CODIGO     
POSTAL",MUNICIPIO,ENTIDAD,NO. LICENCIA,"FECHA 
EXPEDICION","LINEAS DE COMERCIALIZACION AUTORIZADAS (ESTUPEFACIENTES), 
(PSICOTRÓPICOS II, III), VACUNAS, TOXOIDES, SUEROS DE ORIGEN ANIMAL, 
ANTITOXINAS DE ORIGEN ANIMAL, HEMODERIVADOS)"
FARMACIA GUADALAJARA SUC. JUAREZ,FARMACIA,VENUSTIANO CARRANZA N. 3335,JUAREZ,88790,NUEVO LAREDO,TAMAULIPAS,28027090175,18/10/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA SUC. LOS ENCINOS,FARMACIA,PROL. LAGO DE CHAPALA # 5819 E/ANONA Y ALMEZ,LOS ENCINOS,88290,NUEVO LAREDO,TAMAULIPAS,28027090158,13/10/09,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA SUC. LOMA REAL,FARMACIA,PASEO REAL # 81 E/FRANCO Y PRINCIPE SALM,BENITO JUAREZ,88790,NUEVO LAREDO,TAMAULIPAS,28027090152,04/03/09,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA SUC. MACLOVIO HERRE,FARMACIA,MACLOVIO HERRERA # 2131,FERROCARRIL,88280,NUEVO LAREDO,TAMAULIPAS,28027090147,07/07/08,PSICOTROPICOS
FARMACIA GUADALAJARA SUC. NVO. LAREDO,FARMACIA,OBREGON # 3404,COL. JARDIN,88260,NUEVO LAREDO,TAMAULIPAS,28027090116,13/02/07,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA SUC. PINO SUARES,FARMACIA,PINO SUAREZ NO. 5224 ENTRE COLIMA Y MONTERREY,ROMA,88150,NUEVO LAREDO,TAMAULIPAS,28027090182,30/03/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA SUC. TECNOLOGICO,FARMACIA,"AV.TECNOLOGICONO.5304ENTRELAGODECHAPALAYLAGO
DEL",COL. INFONAVIT,88275,NUEVO LAREDO,TAMAULIPAS,28027090199,21/05/13,PSICOTROPICOS
FARMACIA GUADALAJARA SUC. VENEZUELA,FARMACIA,ALVARO OBREGON # 2017,JUAREZ,88790,NUEVO LAREDO,TAMAULIPAS,28027090140,20/09/10,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA SUC. WASHINGTON,FARMACIA,CESAR LOPEZ DE LARA NO. 1801,COL. JUAREZ,88209,NUEVO LAREDO,TAMAULIPAS,28027090153,04/03/09,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA GUADALAJARA SUC. BLVD. AEROPUERTO,FARMACIA,"AVENIDAAEROPUERTONO.1750NTE.ENTRECALLELISBOAY
CALLE ROMA",VOLUNTAD Y TRABAJO NUM. 3,88179,NUEVO LAREDO,TAMAULIPAS,28027090246,14/06/18,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
"SUPERMERCADOSINTERNACIONALESHEBS.A.DE
C.V.",FARMACIA,"AVENIDAREFORMA#4400ENTRECALLEANAHUACYCALLE15DE
SEPTIEMBRE",COLONIA MEXICO,88280,NUEVO LAREDO,TAMAULIPAS,28027090245,11/05/18,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA HOSPITAL DE ESPECIALIDADES,FARMACIA,OBREGON NO. 3256 (3ER. PISO),COL. JARDIN,88260,NUEVO LAREDO,TAMAULIPAS,28027090198,03/04/13,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA HOSPITAL CIVIL,FARMACIA,GONZALEZ # 5501,HIDALGO,88650,NUEVO LAREDO,TAMAULIPAS,28027090053,26/08/03,PSICOTROPICOS
FARMACIA HOSPITAL MEXICO AMERICANO,FARMACIA,ESTEBAN BACA CALDERON NO. 4400,EJIDO LA CONCORDIA,88275,NUEVO LAREDO,TAMAULIPAS,28027090195,12/10/12,ESTUPEFACIENTES Y PSICOTROPICOS
FARMACIA HOSPITAL GENERAL DE ZONA N. 11,FARMACIA,REYNOSA Y VICTORIA S/N,CENTRO,88700,NUEVO LAREDO,TAMAULIPAS,28027090070,22/11/04,ESTUPEFACIENTES Y PSICOTROPICOS
FARMACIA HOSPITAL GENERAL DE NUEVO LAREDO,FARMACIA,MACLOVIO HERRERA Y ACAPULCO #2333,FRACC. OJO CALIENTE,88040,NUEVO LAREDO,TAMAULIPAS,28027090203,24/06/14,ESTUPEFACIENTES Y PSICOTROPICOS
FARMACIA HOSPITAL SAN ANGEL,FARMACIA,BAJA CALIFORNIA NO. 3401 ENTRE A. OBREGON Y ALLENDE,COL. JARDIN,88260,NUEVO LAREDO,TAMAULIPAS,28027090187,22/08/11,"ESTUPEFACIENTES, PSICOTROPICOS, VACUNAS, TOXOIDES, 
SUEROS, ANTITOXINAS HEMODERIVADOS"
FARMACIA HOSPITAL SAN JOSE,FARMACIA,AVE. GUERRERO # 3005,GUERRERO,88240,NUEVO LAREDO,TAMAULIPAS,28027090176,19/10/10,ESTUPEFACIENTES Y PSICOTROPICOS
FARMACIA ISI,FARMACIA,WASHINGTON # 2107 E/J. CARRANZA Y L. VALLE,FERROCARRIL,88280,NUEVO LAREDO,TAMAULIPAS,28027090160,11/01/10,ESTUPEFACIENTES Y PSICOTROPICOS
CLINICA HOSPITAL AGOSTO 12,FARMACIA,REYNOSA Y BOLIVAR S/N,FRACC. OJO CALIENTE,88000,NUEVO LAREDO,TAMAULIPAS,28027090081,18/04/05,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA ISSSTE N. 69,FARMACIA,VENUSTIANO CARRANZA # 3701,JUAREZ,88790,NUEVO LAREDO,TAMAULIPAS,28027090042,20/06/03,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA LA CRUZ,FARMACIA,ORIZABA # 2452,ANEXO MADERO SUR,88179,NUEVO LAREDO,TAMAULIPAS,28027090100,10/11/05,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
FARMACIA LAS ESPUELAS Y MINISUPER,FARMACIA,15 DE JUNIO NO. 2845 PLANTA BAJA,ZONA CENTRO,88000,NUEVO LAREDO,TAMAULIPAS,28027090220,25/01/16,PSICOTROPICOS
FARMACIA MARICRUZ,FARMACIA,SANTA CATALINA # 603,VILLAS SAN MIGUEL,88259,NUEVO LAREDO,TAMAULIPAS,28027090186,03/08/11,"PSICOTROPICOS, VACUNAS, TOXOIDES, SUEROS, ANTITOXINAS 
HEMODERIVADOS"
