ESTABLECIMIENTO,GIRO,CALLE,COLONIA,"CODIGO 
POSTAL","MUNICIPIO O 
DELEGACION",ENTIDAD,LICENCIA,"FECHA 
EXPEDICION","LINEAS DE COMERCIALIZACION 
AUTORIZADAS (ESTUPEFACIENTES 
GRUPO I), (PSICOTRÓPICOS GRUPOS  
II, III), VACUNAS, TOXOIDES, SUEROS 
DE ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL, HEMODERIVADOS, 
(I,II,III,V,T,S,A,H) METADONA, 
OXYCONTIN)"
FARMAPRONTO,FARMACIA,"BLVD. MARIA DE LA LUZ 
BRAVO No. 517",CENTRO,36300,"SAN FRANCISCO DEL 
RINCON",GUANAJUATO,11031090024,22-sep-08,PSICOTROPICOS GRUPO II Y III
SOLO LIGHT,FARMACIA,"PRIV. NIÑOS HEROES No. 415-
414","JARDINES DE SAN 
FRANCISCO",36300,"SAN FRANCISCO DEL 
RINCON",GUANAJUATO,11031090025,11-nov-08,PSICOTROPICOS FRACCIONES II Y III
"ANEXA A CLINICA 
LOURDES",FARMACIA,MA. DE LA LUZ BRAVO No. 700,CENTRO,36379,"SAN FRANCISCO DEL 
RINCON",GUANAJUATO,11031090026,23-ene-12,ESUPEFACIENTES Y PSICOTROPICOS
"ANEXA A CLINICADE 
DIAGNOSTICO ROCHA",BOTICA,JUAREZ No.109,CENTRO,36300,"SAN FRANCISCO DEL 
RINCON",GUANAJUATO,11031100002,15-abr-02,"PSICOTROPICOS FRACCIONES II Y III, 
TOXOIDES, SUEROS Y ANTITOXINAS DE 
ORIGEN ANIMAL."
"ANEXA A CENTRO MEDICO 
QUIRURGICO SAN 
FRANCISCO",BOTICA,JUAREZ NO. 509,CENTRO,36300,"SAN FRANCISCO DEL 
RINCON",GUANAJUATO,11031100006,14-ene-10,"VACUNAS,TOXOIDES,SUEROS"
"ANEXA A URGENCIAS 
MED. QUIRURG. LA 
INMACULADA 
CONCEPCION",BOTICA,CONCEPCION.122 NTE.,CENTRO,36300,"SAN FRANCISCO DEL 
RINCON",GUANAJUATO,11031100007,08-abr-11,"PSICOTROPICOS FRACCIONES II Y III Y 
SUEROS DE ORIGEN ANIMAL."
"""ISSEG No. 43""",FARMACIA,MANUEL DOBLADO No. 1-B,CENTRO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032090001,21-nov-01,"II y III, VACUNAS, TOXOIDES Y SUEROS"
"""FARMAVIDA""",FARMACIA,ALDAMA No. 11,CENTRO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032090002,11-ago-08,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""FARMADESCUENTOS""",FARMACIA,ZARAGOZA No. 3,CENTRO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032090003,09-ene-04,SI
""" KEOP´S""",FARMACIA,VICENTE GUERRERO No. 40,CENTRO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032090005,05-ago-04,"I, II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""AHUACATLAN""",FARMACIA,HIDALGO No. 91-A,CENTRO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032090006,08-feb-05,"VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""FARMAHORRO""",FARMACIA,BENITO JUAREZ No. 1,CENTRO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032090007,26-oct-07,"II y III, VACUNAS, TOXOIDES Y SUEROS"
"""SUPER FARMACIA 
ITURBIDE""",FARMACIA,MIGUEL HIDALGO No. 91-B,CENTRO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032090009,11-dic-07,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"ANEXA AL HOSPITAL 
GENERAL SAN JOSE 
ITURBIDE",FARMACIA,"LIBRAMIENTO LUIS FERRO 
MEDINA No. 50",VILLA CORZO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032090010,24-sep-09,"I, II y III, TOXOIDES, SUEROSY 
HEMODERIVADOS"
"""NEOTRIMA""",FARMACIA,IGNACIO ALLENDE No. 21,CENTRO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032090011,05-oct-09,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""SOCIEDAD COOPERATIVA 
DE CONSUMO CLINICA 
SAN JOSE S.C.DE R.L. 
DE.C.V.""",FARMACIA,JOSE CAMARILLO No. 77-A,CENTRO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032090012,15-ene-10,"I, II y III, VACUNAS, TOXOIDES,  SUEROS 
Y ANTITOXINAS"
"""SORIANA EXPRESS SUC. 
ITURBIDE""",FARMACIA,"CARR. CONSTITUCIÓN A SAN 
JOSE ITURBIDE No. 16",CENTRO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032090013,01-jun-10,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS YHEMODERIVADOS"
"""MI BODEGA AURRERA 
PLUTARCO ELÍAS CALLES""",FARMACIA,"AV. PLUTARCO ELÍAS CALLES 
No. 97",CENTRO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032090014,27-jun-11,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
ANEXA A LA U.M.F. No. 38,BOTICA,"CARR. A SAN LUIS DE LA PAZ 
KM.1",CENTRO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032100001,04-mar-02,"I, II y III, VACUNAS, TOXOIDES, SUEROS 
YANTITOXINAS"
"ANEXA A HOSPITAL 
MUNICIPAL",BOTICA,MINA No. 6,CENTRO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032100002,24-sep-02,"I, II y III"
ANEXA A LA U.M.F. ISSSTE,BOTICA,"SALIDA A SAN LUIS DE LA PAZ 
S/N","SALIDA A SAN LUIS DE 
LA PAZ",37980,SAN JOSE ITURBIDE,GUANAJUATO,11032100003,30-sep-04,SI
"ANEXA A HOSPITAL SAN 
ANGEL",BOTICA,ESQ. LIBRAMIENTO PTE. S/N,LA LLORONA,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032100004,17-feb-05,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"ANEXA ACLINICA DE 
ESPECIALIDADES 
MEDICAS",BOTICA,RAYÓN No. 7,CENTRO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032100005,17-mar-05,"I, II y III"
"""MUJER GRUPO MEDICO""",BOTICA,MINA No. 5,CENTRO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032100006,15-abr-08,II y III
"""ANEXA UMAPS GALOMO""",BOTICA,EL SAUZ ESQ. AV. RÍO No. 19,GALOMO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032100007,01-mar-10,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""ANEXA A UMAPS PUERTO 
CARROZA""",BOTICA,ALCANFORES S/N,"LOCALIDAD  PUERTO 
CARROZA",37980,SAN JOSE ITURBIDE,GUANAJUATO,11032100008,08-abr-10,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""ANEXA A CAISES SAN 
JOSE ITURBIDE""",BOTICA,JAVIER MINA No. 6,CENTRO,37980,SAN JOSE ITURBIDE,GUANAJUATO,11032100009,23-mar-10,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""ANEXA A UMAPS OJO DE 
AGUA DEL REFUGIO""",BOTICA,"JUAN JOSÉ TORRES LANDA 
S/N","LOCALIDAD OJO DE 
AGUA DEL REFUGIO",37890,SAN JOSE ITURBIDE,GUANAJUATO,11032100010,24-mar-10,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""ANEXA A UMAPS SAN 
SEBASTIÁN DEL SALITRE""",BOTICA,VICENTE NEGRETE No. 4,"SANSEBASTIÁN DEL 
SALITRE",37980,SAN JOSE ITURBIDE,GUANAJUATO,11032100011,23-mar-10,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""SAN JOSE""",FARMACIA,GUERRERO No.  226,CENTRO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033090002,31-may-01,
"""ANEXA AL HOSPITAL 
GENERAL DE SUBZONA 
No. 20""",BOTICA,BLVD. SIERRA GORDA No. 304,LA CENTRAL,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033090003,31-may-01,"I, II y III"
"""ISSEG No. 92 """,FARMACIA,NIÑOS HEROES No. 127,CENTRO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033090005,19-dic-03,SI
""" FARMAOFERTAS""",FARMACIA,NIÑOS HEROES No. 129,CENTRO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033090006,27-jun-02,SI
"""MEX FAM""",FARMACIA,DEGOLLADO No. 270,LA PURISIMA,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033090007,22-ene-03,"I, II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""GUADALAJARA""",FARMACIA,BLVD. SIERRA GORDA No. 133,LA CENTRAL,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033090008,19-jul-04,"II y III, VACUNAS Y TOXOIDES"
"""GUADALAJARA""",FARMACIA,HIDALGO No. 122,CENTRO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033090010,23-feb-05,"II y III, VACUNAS, TOXOIDES Y SUEROS"
"""FARMACIAS DEL 
AHORRO""",FARMACIA,"BLVD. SIERRA GORDA No. 113-
B",LA CENTRAL,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033090012,31-may-06,"I, II y III, VACUANS, TOXOIDES, SUEROS 
Y HEMODERIVADOS"
"""SANTA MONICA""",FARMACIA,RAYON No. 572,PILA NUEVA,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033090013,28-jun-06,II y III
"""SANTA MARIA""",FARMACIA,ALLENDE No. 812-A,LA CENTRAL,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033090014,25-sep-06,"II y III, VACUNAS, TOXOIDES Y SUEROS"
"""SAN ANGEL""",FARMACIA,"PROLONGACIÓN GUERRERO 
No. 817",EL DERRAMADERO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033090015,04-jun-07,"I, II y III"
"""TIENDAS CHEDRAUI, S.A. 
DE C.V.""",FARMACIA,5 DE MAYO No. 103,CENTRO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033090018,03-nov-10,"II y III, VACUNAS, TOXOIDES Y SUEROS"
"""BODEGA AURRERA SAN 
LUIS DE LA PAZ""",FARMACIA,5 DE MAYO No. 113,CENTRO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033090019,17-dic-10,"II y III, VACUNAS, TOXOIDES, SUEROS,  
ANTITOXINAS Y HEMODERIVADOS"
"ANEXA A HOSPITAL 
GENERAL DE SAN LUIS DE 
LA PAZ",BOTICA,CARRETERA A POZOS KM. 1.8,CERRO PRIETO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033100002,03-sep-09,"I, II y III"
"""ANEXA AL HOSPITAL 
SANTIAGO HERRERA""",BOTICA,"BLVD. SAN ISIDRO No. 111,",CENTRO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033100003,14-jun-04,
"""ANEXA A U.M.F. ISSSTE 
SAN LUIS DE LA PAZ",BOTICA,LIBRAMIENTO No. 815,LIBRAMIENTO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033100004,11-ago-04,SI
"""JORGE """,BOTICA,NIÑOS HEROES No. 529,ISSSTE,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033100005,10-nov-05,"I, II y III"
"""ANEXA A UMAPS EL 
REFUGIO""",BOTICA,DOMICILIO CONOCIDO,CENTRO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033100006,01-mar-10,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""ANEXA A UMAPS LA 
CIENEGA""",BOTICA,DOMICILIO CONOCIDO,CENTRO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033100007,01-mar-10,"II y III, VACUNAS, TOXOIDES, SUEROS, Y 
HEMODERIVADOS"
"""ANEXA A UMAPS SANTA 
ANA Y LOBOS""",BOTICA,DOMICILIO CONOCIDO,CENTRO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033100008,01-mar-10,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""ANEXA A UMAPS SAN 
JUAN DE LOS RANGELES""",BOTICA,DOMICILIO CONOCIDO,CENTRO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033100009,01-mar-10,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""ANEXA A UMAPS VERGEL 
DE GUADALIPE""",BOTICA,DOMICILIO CONOCIDO,CENTRO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033100010,01-mar-10,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""ANEXA A UMAPS SAN 
JOSE DE JOFRE""",BOTICA,DOMICILIO CONOCIDO,CENTRO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033100011,01-mar-10,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""ANEXA A UMAPS SAN 
ISIDRO""",BOTICA,DOMICILIO CONOCIDO,CENTRO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033100012,01-mar-10,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""ANEXA A CAISES SAN 
LUIS DE LA PAZ""",BOTICA,GUERRERO No. 326,CENTRO,37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033100013,26-abr-10,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""ANEXA A UMAPS SAN 
ANTÓN DE LOS 
MARTÍNEZ""",BOTICA,DOMICILIO CONOCIDO,"LOCALIDAD DE SAN 
ANTON DE LOS 
MARTÍNEZ",37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033100014,26-abr-10,"II y III, VACUNAS, SUEROS, TOXOIDES Y 
HEMODERIVADOS"
"""ANEXA A UMAPS MISIÓN 
DE CHICHIMECAS""",BOTICA,DOMICILIO CONOCIDO,"LOCALIDAD MISIÓN DE 
CHICHIMECAS",37900,SAN LUIS DE LA PAZ,GUANAJUATO,11033100015,26-abr-10,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""ISSEG No. 62""",FARMACIA,RAYON No. 1,CENTRO,37950,SANTA CATARINA,GUANAJUATO,11034090001,23-abr-12,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""UMAPS LA RUSIA""",BOTICA,DOMICILIO CONOCIDO,LA RUSIA,37950,SANTA CATARINA,GUANAJUATO,11034100001,11-feb-10,"II y III, VACUNAS, TOXOIDES Y SUEROS"
"""ANEXA A CENTRO DE 
SALUD URBANO SANTA 
CATARINA""",BOTICA,"CARR. S.J.I-SANTA CATARINA 
KM. 45",TABLÓN,37950,SANTA CATARINA,GUANAJUATO,11034100002,11-feb-10,"II y III, VACUNAS, TOXOIDES Y SUEROS"
"""SAN FRANCISCO DE 
ASIS""",FARMACIA,CORREGIDORA No. 231,CENTRO,38240,JUVENTINO ROSAS,GUANAJUATO,11035090001,19-sep-01,"PSICOTROPICOS FRACCIONES II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL Y ANTITOXINAS DE 
ORIGEN ANIMAL."
"""ISSEG No. 17""",FARMACIA,HIDALGO No.107,CENTRO,38240,JUVENTINO ROSAS,GUANAJUATO,11035090002,24-sep-01,"II y III, VACUNAS,TOXOIDES Y SUEROS"
"""CABRERA""",FARMACIA,16 DE SEPTIEMBRE No. 204,CENTRO,38240,JUVENTINO ROSAS,GUANAJUATO,11035090003,26-oct-01,"VACUNAS, TOXOIDES Y ANTITOXINAS"
"""ANEXA A LA U.M.F. No. 16""",BOTICA,"CALZADA INDEPENDENCIA S/N 
CARR. A CELAYA",CENTRO,38240,JUVENTINO ROSAS,GUANAJUATO,11035090006,08-mar-01,"II y III, VACUNAS, TOXOIDES Y SUEROS"
"""LA LUZ""",FARMACIA,"BLVD. MANUEL M. MORENO 
No. 515",CENTRO,38240,JUVENTINO ROSAS,GUANAJUATO,11035090007,22-ago-01,"II y III, VACUNAS, TOXOIDES Y 
HEMODERIVADOS"
"""DEL CENTRO""",FARMACIA,CORREGIDORA No.108-A,CENTRO,38240,JUVENTINO ROSAS,GUANAJUATO,11035090009,24-jul-09,"II y III, VACUNAS, TOXOIDES Y SUEROS"
"""GUADALAJARA""",FARMACIA,HIDALGO No. 105,CENTRO,38240,JUVENTINO ROSAS,GUANAJUATO,11035090010,07-dic-04,"II y III, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""GUADALUPANA""",FARMACIA,MADERO No.121-B,CENTRO,38240,JUVENTINO ROSAS,GUANAJUATO,11035090011,12-ago-05,"II y III, VACUNAS Y TOXOIDES"
"""SAN FRANCISCO DE 
ASIS""",FARMACIA,MIGUEL HIDALGO No. 202,CENTRO,38240,JUVENTINO ROSAS,GUANAJUATO,11035090012,28-nov-05,"II y III, VACUNAS, TOXOIDES Y SUEROS"
"""JUVENTINO ROSAS""",FARMACIA,5 DE MAYO No. 400-A,CENTRO,38240,JUVENTINO ROSAS,GUANAJUATO,11035090013,25-ene-06,II y III
"""MI BODEGA AURRERA 
JUVENTINO ROSAS, 
GUANAJUATO""",FARMACIA,"BLVD. MANUEL M. MORENO 
No. 607",NUEVA SANTA CRUZ,38240,JUVENTINO ROSAS,GUANAJUATO,11035090014,29-ene-08,"II y III, VACUNAS, TOXOIDES, SUEROS Y 
HEMODERIVADOS"
"""ANEXA A HOSPITAL 
COMUNITARIO",FARMACIA,JOSE VASCONCELOS No. 101,VILLA MAGISTERIAL,38240,JUVENTINO ROSAS,GUANAJUATO,11035100002,03-jul-08,"I, II y III, VACUNAS, TOXOIDES, SUEROS 
Y ANTITOXINAS"
"""CAISES JUVENTINO 
ROSAS""",BOTICA,MATAMOROS No. 202,CENTRO,38240,JUVENTINO ROSAS,GUANAJUATO,11035100003,23-jun-11,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""UMAPS MESAS DE 
ACOSTA""",BOTICA,AV. JUVENTINO ROSAS No. 7,MESAS DE ACOSTA,38240,JUVENTINO ROSAS,GUANAJUATO,11035100004,23-jun-11,"VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""UMAPS SANTIAGO DE 
CUENDA""",BOTICA,DIAZ ORDAZ No. 17,SANTIAGO DE CUENDA,38240,JUVENTINO ROSAS,GUANAJUATO,11035100005,23-jun-11,"VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""UMAPS FRANCO TAVERA""",BOTICA,BENITO JUAREZ No. 101,RINCON DE TAVERA,38240,JUVENTINO ROSAS,GUANAJUATO,11035100006,27-jun-11,"VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
"""UMAPS RINCON DE 
CENTENO""",BOTICA,CALLE DEL CALVARIO No. 1,RINCON DE CENTENO,38240,JUVENTINO ROSAS,GUANAJUATO,11035100007,23-jun-11,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADOS"
ISSEG No. 32,FARMACIA,"OBREGON No. 60,",Centro,38970,SANTIAGO MARAVATIO,GUANAJUATO,11036090001,02-oct-01,"II III, Biologicos"
DEL CENTRO,FARMACIA,"HIDALGO No. 32,",Centro,38970,SANTIAGO MARAVATIO,GUANAJUATO,11036090002,04-abr-03,"II,III, Biologicos"
"ANEXA A UMAPS 
SANTIAGO MARAVATIO",BOTICA,JUAREZ NO. 134,CENTRO,38970,SANTIAGO MARAVATIO,GUANAJUATO,11036100001,22-nov-10,"II, III, Biologicos"
SAN FRANCISCO DE ASIS,FARMACIA,HIDALGO No. 57,CENTRO,36100,SILAO,GUANAJUATO,11037090001,14-nov-01,"PSICOTROPICOS GRUPO II Y III, 
VACUNAS,TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL."
SAN FRANCISCO DE ASIS,FARMACIA,PINO SUAREZ No. 7-A,CENTRO,36100,SILAO,GUANAJUATO,11037090001,08-dic-00,"PSICOTROPICOS GRUPOS II Y III, 
VACUNAS, TOXOIDES Y SUEROS DE 
ORIGEN ANIMAL"
MARIANA,FARMACIA,BLV. RAUL BAILLERES NO. 137,CENTRO,36100,SILAO,GUANAJUATO,11037090002,16-abr-03,"II Y III,Biologicos"
I.S.S.E.G No. 33,FARMACIA,"MONSEÑOR ANTONIO FUNES 
No. 1",CENTRO,36100,SILAO,GUANAJUATO,11037090002,10-dic-01,"PSICOTROPICOS GRUPOS II Y III, 
VACUNAS, TOXOIDES Y SUEROS DE 
ORIGEN ANIMAL"
BEDIA,FARMACIA,MORELOS No. 30,CENTRO,36100,SILAO,GUANAJUATO,11037090004,12-jul-02,PSICOTROPICOS GRUPOS II Y III
"FARMACIA ANEXA A UMF 
No. 14",FARMACIA,5 DE MAYO NO. 93,CENTRO,36100,SILAO,GUANAJUATO,11037090004,16-abr-01,"II Y III,Biologicos"
SILAO,FARMACIA,ZARAGOZA No. 1,CENTRO,36100,SILAO,GUANAJUATO,11037090005,16-abr-01,"PSICOTROPICOS GRUPOS II Y III, 
VACUNAS, TOXOIDES, SUEROS Y 
ANTITOXINAS DE ORIGEN ANIMAL"
"""GUADALAJARA""",FARMACIA,"PORTAL ZARAGOZA NO. 12,",CENTRO,36100,SILAO,GUANAJUATO,11037090007,16-abr-01,"II Y III,Biologicos"
SAN FRANCISCO DE ASIS,FARMACIA,PORTAL ZARAGOZA No. 24,CENTRO,36100,SILAO,GUANAJUATO,11037090008,24-abr-01,"ESTUPEFACIENTES GRUPO I, 
PSICOTROPICOS GRUPOS II Y III, 
TOXOIDES, SUEROS, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
"ANEXA AL HOSPITAL 
GENERAL SUBZONA NO. 
54",FARMACIA,"CARRETERA SILAO-GTO KM 
1.5",,36100,SILAO,GUANAJUATO,11037090008,10-jun-05,"I,II Y III, Biologicos"
BODEGA SILAO,FARMACIA,LUIS H. DUCOING No. 5,CENTRO,36100,SILAO,GUANAJUATO,11037090010,10-mar-06,PSICOTROPICOS GRUPOS II Y III
I.S.S.E.G No. 177,FARMACIA,"BLVD. BALLERES No. 40 LOCAL 
1",CENTRO,36100,SILAO,GUANAJUATO,11037090016,04-nov-09,"PSICOTROPICOS GRUPOS II Y III, 
VACUNAS, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN 
ANIMAL, HEMODERIVADOS"
"ANEXA A SANATORIO 
ESPAÑOL",FARMACIA,MACLOVIO HERRERA No. 1,CENTRO,36100,SILAO,GUANAJUATO,11037090018,15-jun-11,"ESTUPEFACIENTES GRUPO I, 
PSICOTROPICOS GRUPO II Y III"
FARMACIA DEL AHORRO,FARMACIA,LUIS H. DUCOING No. 7-A,CENTRO,36100,SILAO,GUANAJUATO,11037090019,21-dic-11,"PSICOTROPICOS GRUPOS II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, ANTITOXINAS DE 
ORIGEN ANIMAL Y HEMODERIVADOS"
DEL AHORRO,FARMACIA,ZARAGOZA No. 7,CENTRO,36100,SILAO,GUANAJUATO,11037090020,23-ene-12,"PSICOTROPICOS GRUPOS II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL, HEMODERIVADOS"
"ANEXA A CENTRO DE 
SALUD URBANO",BOTICA,HIDALGO No. 40,CENTRO,36100,SILAO,GUANAJUATO,11037100001,03-jun-03,"ESTUPEFACIENTES GRUPO I, 
PSICOTROPICOS GRUPOS II Y III."
"BOTICA ANEXA A U.M.F 
SILAO,GTO.  ISSSTE",BOTICA,"ANTIGUO CAMINO A 
PABILEROS S/N",PROGRESO,36135,SILAO,GUANAJUATO,11037100002,25-jun-04,"ESTUPEFACIENTES GRUPO 
I,PSICOTROPICOS GRUPOS II Y III, 
TOXOIDES, SUEROS DE ORIGEN 
ANIMAL, ANTITOXINAS DE ORIGEN 
ANIMAL, HEMODERIVADOS"
SAN ANTONIO,FARMACIA,16 DE SEPT. No. 108-A,Centro,38790,TARANDACUAO,GUANAJUATO,11038090001,30-abr-03,"I, II Y III, Biologicos"
ISSEG NO.34,FARMACIA,HIDALGO NO. 134,Centro,38790,TARANDACUAO,GUANAJUATO,11038090001,14-nov-01,"II ,III, Biologicos"
SANTA TERESITA,FARMACIA,ALLENDE NO.20,Centro,38790,TARANDACUAO,GUANAJUATO,11038090002,12-ene-05,"II Y III, TOXOIDES,SUEROS Y 
ANTITOXINAS"
DE JESUS,FARMACIA,5 DE MAYO NO. 116,Centro,38790,TARANDACUAO,GUANAJUATO,11038090003,15-dic-05,"II Y III, Biologicos"
SAN JUDAS TADEO,FARMACIA,16 DE SEPTIEMBRE NO. 296,Centro,38790,TARANDACUAO,GUANAJUATO,11038090006,26-abr-11,II Y III
SAN FRANCISCO,FARMACIA,CUAUHTÉMOC No. 117,Centro,38790,TARANDACUAO,GUANAJUATO,11038090007,09-ago-11,"II Y III,Biologicos"
"ANEXA A CLINICA DE LOS 
ANGELES",BOTICA,ALLENDE NO. 8,Centro,38790,TARANDACUAO,GUANAJUATO,11038100002,15-abr-04,"I,II Y III, Biologicos"
DEL HOSPITAL SAN JOSE,FARMACIA,GUADALUPE No. 152,Centro,38790,TARANDACUAO,GUANAJUATO,11038100003,13-nov-07,II Y III
"ANEXA A UMAPS SAN 
JOSE DE HIDALGO",BOTICA,FRANCISCO VILLA NO. 50,Centro,38790,TARANDACUAO,GUANAJUATO,11038100004,07-ago-09,VACUNAS Y SUEROS
"ANEXA A HOSPITAL 
COMUNITARIO 
TARANDACUAO",BOTICA,5 DE MAYO NO.113,Centro,38790,TARANDACUAO,GUANAJUATO,11038100005,28-oct-09,"II Y III, Biologicos"
"ANEXA A UMAPS PASO DE 
OVEJAS",BOTICA,"JUAREZ NO. 30 CENTRO PASO 
DE OVEJAS",Centro,38790,TARANDACUAO,GUANAJUATO,11038100006,31-may-10,"VACUNAS,SUEROS"
"""ISSEG No. 54""",FARMACIA,HIDALGO No. 22,CENTRO,38700,TARIMORO,GUANAJUATO,11039090001,25-oct-11,"II y III, VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS Y HEMODERIVADO"
"""LIZET""",FARMACIA,"ZARAGOZA No. 35 ESQ. 
MORELOS",CENTRO,38700,TARIMORO,GUANAJUATO,11039090003,14-feb-01,"PSICOTROPICOS FRACCIONES II Y III, 
VACUNAS, TOXOIDES, SUEROS DE 
ORIGEN ANIMAL Y ANTITOXINAS DE 
ORIGEN ANIMAL."
"""DEL CARMEN""",FARMACIA,ALLENDE No. 82,FRANCISCO AGUILERA,38700,TARIMORO,GUANAJUATO,11039090004,14-feb-01,"VACUNAS, TOXOIDES Y SUEROS DE 
ORIGEN ANIMAL."
"""LA PURÍSIMA""",DROGUERÍA,JUÁREZ No. 31,CENTRO,38700,TARIMORO,GUANAJUATO,11039090005,14-feb-01,"VACUNAS, TOXOIDES, SUEROS, 
ANTITOXINAS"
